LSOA code,LSOA name,IMD,IMD_R,Income,Income_R,Employment,Employment_R,Education,Education_R,Health,Health_R,Crime,Crime_R,Housing,Housing_R,Living,Living_R
E01004169,Sutton 004C,27.1960 ,3,0.1950 ,3,0.1130 ,4,21.8710 ,4,0.0220 ,5,0.1680 ,5,35.5490 ,2,27.2230 ,4
E01004170,Sutton 017B,10.2150 ,8,0.0670 ,7,0.0440 ,9,5.0470 ,9,-0.9130 ,9,-0.2370 ,7,18.0850 ,6,37.9200 ,2
E01004171,Sutton 010A,6.3690 ,9,0.0440 ,9,0.0380 ,9,6.4890 ,8,-0.8390 ,9,-0.1110 ,6,15.3330 ,7,18.1960 ,6
E01004172,Sutton 010B,20.8880 ,5,0.1780 ,3,0.1190 ,3,9.7810 ,7,-0.2520 ,7,-0.0760 ,6,23.0020 ,5,22.3630 ,5
E01004173,Sutton 010C,13.5520 ,7,0.0870 ,6,0.0830 ,5,10.7470 ,7,-0.4240 ,7,0.0230 ,5,17.0730 ,7,22.3360 ,5
E01004174,Sutton 017C,17.3250 ,6,0.1010 ,5,0.1050 ,4,8.8740 ,8,-0.3370 ,7,0.1810 ,5,21.3860 ,5,29.0470 ,3
E01004175,Sutton 010D,10.8910 ,8,0.0710 ,7,0.0680 ,6,11.3440 ,7,-0.6720 ,8,-1.0680 ,10,26.2710 ,4,14.4600 ,6
E01004176,Sutton 010E,11.9110 ,7,0.0740 ,7,0.0630 ,7,6.5690 ,8,-0.5630 ,8,0.1300 ,5,20.6330 ,5,26.3530 ,4
E01004177,Sutton 020C,18.9380 ,5,0.1400 ,4,0.0930 ,5,8.6120 ,8,0.1530 ,5,-0.0180 ,6,21.2710 ,5,28.2620 ,3
E01004178,Sutton 017D,17.1800 ,6,0.1190 ,5,0.0740 ,6,7.1710 ,8,-0.2300 ,6,0.1370 ,5,22.0790 ,5,37.0940 ,2
E01004179,Sutton 017E,7.2350 ,9,0.0460 ,9,0.0360 ,9,4.4830 ,9,-1.1920 ,10,-0.2290 ,7,21.0700 ,5,25.9330 ,4
E01004180,Sutton 020D,5.0280 ,10,0.0440 ,9,0.0450 ,9,2.7860 ,10,-1.3850 ,10,-0.4730 ,8,18.2900 ,6,10.7460 ,8
E01004181,Sutton 020E,16.4500 ,6,0.1080 ,5,0.0950 ,5,6.4150 ,8,-0.2470 ,7,-0.8500 ,9,27.3170 ,3,29.4130 ,3
E01004182,Sutton 019E,25.0610 ,4,0.1990 ,3,0.1400 ,3,15.8330 ,6,-0.2200 ,6,-0.1640 ,6,25.4160 ,4,28.3760 ,3
E01004183,Sutton 001B,28.4940 ,3,0.2010 ,3,0.1200 ,3,33.8280 ,3,0.2070 ,4,0.3330 ,4,24.9260 ,4,27.7140 ,4
E01004184,Sutton 001C,29.7650 ,3,0.2010 ,3,0.1370 ,3,29.2140 ,3,-0.1960 ,6,0.6370 ,3,30.7520 ,2,26.6740 ,4
E01004185,Sutton 001D,43.2080 ,2,0.2780 ,1,0.2110 ,1,35.8590 ,2,0.4460 ,3,0.7890 ,2,38.6550 ,1,20.8150 ,5
E01004186,Sutton 004D,13.7570 ,7,0.0900 ,6,0.0630 ,7,9.7490 ,7,-0.5550 ,8,0.2000 ,5,21.4640 ,5,29.3980 ,3
E01004187,Sutton 005E,22.5320 ,4,0.1270 ,4,0.0900 ,5,23.1110 ,4,0.2840 ,4,0.0820 ,5,30.6300 ,2,27.1840 ,4
E01004188,Sutton 004E,13.9830 ,7,0.1060 ,5,0.0630 ,7,14.9590 ,6,-0.7200 ,8,-0.0620 ,6,21.3700 ,5,25.7300 ,4
E01004189,Sutton 001E,28.5940 ,3,0.1760 ,3,0.1470 ,3,29.5550 ,3,-0.0950 ,6,0.4700 ,3,26.8540 ,3,29.6380 ,3
E01004190,Sutton 008C,4.6570 ,10,0.0400 ,9,0.0270 ,10,6.7490 ,8,-1.3150 ,10,-0.4410 ,7,15.2920 ,7,15.8370 ,6
E01004191,Sutton 008D,7.7620 ,9,0.0560 ,8,0.0430 ,9,11.7340 ,7,-1.3920 ,10,-0.2400 ,7,17.3900 ,7,19.8580 ,5
E01004192,Sutton 006C,11.3430 ,7,0.0810 ,6,0.0650 ,7,14.1500 ,6,-0.6680 ,8,-0.6180 ,8,21.6580 ,5,17.3930 ,6
E01004193,Sutton 006D,12.3770 ,7,0.0960 ,6,0.0510 ,8,16.2190 ,5,-1.0410 ,9,-0.4390 ,7,30.7700 ,2,12.1710 ,7
E01004194,Sutton 008E,11.0410 ,8,0.0730 ,7,0.0660 ,7,7.4160 ,8,-0.5730 ,8,-0.0920 ,6,22.0460 ,5,17.1180 ,6
E01004195,Sutton 006E,9.5040 ,8,0.0690 ,7,0.0390 ,9,9.8540 ,7,-0.8620 ,9,0.0460 ,5,19.3920 ,6,23.9070 ,4
E01004196,Sutton 008F,5.7760 ,10,0.0490 ,9,0.0360 ,9,6.1760 ,8,-0.9060 ,9,-0.6350 ,8,18.6780 ,6,14.4080 ,7
E01004197,Tower Hamlets 002A,27.4950 ,3,0.1840 ,3,0.1030 ,4,9.0120 ,7,0.4300 ,4,0.7300 ,2,27.0490 ,3,40.7160 ,2
E01004198,Tower Hamlets 002B,42.0680 ,2,0.2730 ,1,0.1670 ,2,25.5480 ,4,1.1460 ,1,1.1520 ,1,28.3310 ,3,31.0780 ,3
E01004199,Tower Hamlets 002C,43.8770 ,1,0.2960 ,1,0.1760 ,2,33.9840 ,3,0.4160 ,4,1.4860 ,1,29.9180 ,3,33.5280 ,3
E01004200,Tower Hamlets 005A,27.2390 ,3,0.1400 ,4,0.0620 ,7,3.3400 ,9,0.3690 ,4,0.5640 ,3,32.9140 ,2,75.6060 ,1
E01004201,Tower Hamlets 002D,25.9080 ,4,0.2010 ,3,0.1090 ,4,13.3480 ,6,0.1830 ,5,0.3380 ,4,28.1640 ,3,31.0730 ,3
E01004202,Tower Hamlets 005B,25.4230 ,4,0.1520 ,4,0.0760 ,6,6.4080 ,8,0.4020 ,4,1.1500 ,1,29.0480 ,3,37.8850 ,2
E01004203,Tower Hamlets 005C,28.2990 ,3,0.1660 ,3,0.0860 ,5,11.4730 ,7,0.4650 ,3,1.2690 ,1,29.3030 ,3,37.9050 ,2
E01004204,Tower Hamlets 005D,33.9950 ,2,0.2380 ,2,0.1390 ,3,20.4800 ,5,0.7630 ,2,0.6710 ,3,26.7340 ,3,34.1450 ,3
E01004205,Tower Hamlets 013A,37.9040 ,2,0.2590 ,2,0.1650 ,2,25.5040 ,4,0.7960 ,2,0.7420 ,2,30.1000 ,3,29.4380 ,3
E01004206,Tower Hamlets 013B,43.1260 ,2,0.3150 ,1,0.1810 ,2,27.3340 ,3,0.7590 ,2,1.0350 ,1,30.1090 ,3,26.9730 ,4
E01004207,Tower Hamlets 011A,34.7650 ,2,0.2100 ,2,0.1460 ,3,20.4290 ,5,0.4380 ,3,1.0110 ,2,29.5690 ,3,41.9590 ,2
E01004208,Tower Hamlets 013C,25.0840 ,4,0.1190 ,5,0.0580 ,7,7.2140 ,8,-0.2920 ,7,1.3030 ,1,32.8950 ,2,56.3060 ,1
E01004209,Tower Hamlets 011B,42.4750 ,2,0.3000 ,1,0.1640 ,2,25.3250 ,4,0.5380 ,3,1.5090 ,1,30.3170 ,3,31.4520 ,3
E01004211,Tower Hamlets 013D,31.5390 ,3,0.1640 ,3,0.0920 ,5,4.0900 ,9,0.7270 ,3,1.5300 ,1,33.3100 ,2,44.6070 ,1
E01004212,Tower Hamlets 011D,24.8760 ,4,0.1440 ,4,0.0730 ,6,13.3540 ,6,0.3490 ,4,0.7940 ,2,32.7810 ,2,37.2550 ,2
E01004214,Tower Hamlets 030A,35.5670 ,2,0.2650 ,2,0.1820 ,2,39.0230 ,2,0.4840 ,3,-0.1170 ,6,26.8040 ,3,16.3540 ,6
E01004215,Tower Hamlets 028A,17.4110 ,6,0.1340 ,4,0.0640 ,7,10.4290 ,7,-0.0500 ,6,-0.6530 ,8,31.1540 ,2,29.3330 ,3
E01004216,Tower Hamlets 030B,14.1120 ,7,0.1070 ,5,0.0560 ,7,8.3380 ,8,0.2930 ,4,-0.7490 ,9,27.0870 ,3,15.3760 ,6
E01004217,Tower Hamlets 030C,22.5050 ,4,0.1640 ,3,0.1020 ,4,9.9650 ,7,0.2780 ,4,0.5440 ,3,26.6850 ,3,18.4660 ,6
E01004218,Tower Hamlets 030D,12.6580 ,7,0.0980 ,6,0.0620 ,7,5.4190 ,9,-0.4170 ,7,0.2670 ,4,23.6760 ,4,14.3130 ,7
E01004219,Tower Hamlets 028B,33.6850 ,2,0.2200 ,2,0.1010 ,4,15.6100 ,6,0.3420 ,4,1.2920 ,1,36.0050 ,2,40.3110 ,2
E01004221,Tower Hamlets 028D,18.9730 ,5,0.1450 ,4,0.0770 ,6,8.1940 ,8,0.5930 ,3,-0.2940 ,7,25.4380 ,4,19.6510 ,5
E01004222,Tower Hamlets 001A,37.7240 ,2,0.2730 ,1,0.1660 ,2,28.0900 ,3,0.6750 ,3,0.7970 ,2,28.0880 ,3,23.7710 ,4
E01004223,Tower Hamlets 001B,35.5160 ,2,0.2410 ,2,0.1440 ,3,22.1920 ,4,0.5240 ,3,1.2100 ,1,26.0530 ,4,32.2120 ,3
E01004224,Tower Hamlets 001C,31.2030 ,3,0.2030 ,2,0.1070 ,4,19.2740 ,5,0.7970 ,2,0.9930 ,2,28.2810 ,3,29.2030 ,3
E01004225,Tower Hamlets 004A,20.8390 ,5,0.0800 ,6,0.0390 ,9,8.2980 ,8,-0.1180 ,6,-0.0370 ,6,33.6520 ,2,77.1450 ,1
E01004226,Tower Hamlets 001D,28.6410 ,3,0.2240 ,2,0.1150 ,4,20.4660 ,5,0.0490 ,5,0.8960 ,2,28.7510 ,3,19.2080 ,5
E01004228,Tower Hamlets 003A,21.8880 ,4,0.1280 ,4,0.0850 ,5,12.5260 ,6,0.2380 ,4,0.9450 ,2,23.5420 ,4,27.0910 ,4
E01004229,Tower Hamlets 004C,25.7460 ,4,0.1830 ,3,0.1040 ,4,12.6460 ,6,0.2500 ,4,0.5400 ,3,28.6400 ,3,31.9790 ,3
E01004230,Tower Hamlets 003B,27.7700 ,3,0.1840 ,3,0.1040 ,4,17.0160 ,5,0.3020 ,4,0.9140 ,2,27.1350 ,3,32.7630 ,3
E01004231,Tower Hamlets 004D,32.5260 ,3,0.2260 ,2,0.1310 ,3,22.9420 ,4,0.3330 ,4,0.9030 ,2,30.2160 ,3,29.8040 ,3
E01004232,Tower Hamlets 003C,20.7270 ,5,0.0970 ,6,0.0560 ,7,5.2170 ,9,-0.4600 ,7,1.5150 ,1,24.1390 ,4,44.9370 ,1
E01004233,Tower Hamlets 003D,31.1220 ,3,0.2610 ,2,0.1350 ,3,25.4050 ,4,0.0620 ,5,0.3940 ,4,27.2620 ,3,25.0690 ,4
E01004234,Tower Hamlets 003E,24.2490 ,4,0.1120 ,5,0.0640 ,7,2.7130 ,10,-0.3490 ,7,1.9130 ,1,23.1310 ,4,52.1870 ,1
E01004235,Tower Hamlets 008A,32.5600 ,3,0.2620 ,2,0.1490 ,3,29.4270 ,3,0.1430 ,5,0.1340 ,5,29.4720 ,3,24.4760 ,4
E01004236,Tower Hamlets 008B,38.6980 ,2,0.2770 ,1,0.1520 ,2,28.7170 ,3,0.5110 ,3,1.3860 ,1,29.1230 ,3,20.1100 ,5
E01004237,Tower Hamlets 008C,29.7400 ,3,0.2280 ,2,0.1180 ,4,13.6490 ,6,-0.0170 ,5,0.9920 ,2,26.7290 ,3,34.7220 ,2
E01004238,Tower Hamlets 008D,30.7060 ,3,0.2280 ,2,0.1060 ,4,14.3620 ,6,0.1220 ,5,0.9500 ,2,35.6140 ,2,31.7750 ,3
E01004239,Tower Hamlets 008E,41.3010 ,2,0.2720 ,1,0.1770 ,2,29.3170 ,3,0.4870 ,3,1.4260 ,1,32.6650 ,2,23.5480 ,4
E01004240,Tower Hamlets 012A,31.6960 ,3,0.2390 ,2,0.1310 ,3,29.7740 ,3,0.1140 ,5,0.6950 ,2,30.2890 ,3,21.8870 ,5
E01004241,Tower Hamlets 012B,36.9410 ,2,0.2520 ,2,0.1650 ,2,29.3830 ,3,0.6080 ,3,0.7900 ,2,29.1580 ,3,26.5510 ,4
E01004242,Tower Hamlets 012C,26.6890 ,3,0.1940 ,3,0.1030 ,4,19.6950 ,5,0.1290 ,5,0.2890 ,4,35.0890 ,2,26.2580 ,4
E01004243,Tower Hamlets 020A,36.1300 ,2,0.2540 ,2,0.1430 ,3,39.5950 ,2,-0.0110 ,5,0.6690 ,3,27.6670 ,3,41.0130 ,2
E01004244,Tower Hamlets 020B,43.2330 ,2,0.2860 ,1,0.2140 ,1,34.0480 ,3,0.6000 ,3,0.9660 ,2,26.0680 ,4,29.9330 ,3
E01004245,Tower Hamlets 018A,46.4570 ,1,0.3180 ,1,0.1750 ,2,37.5990 ,2,0.6050 ,3,0.9490 ,2,42.0720 ,1,30.6790 ,3
E01004246,Tower Hamlets 018B,29.9190 ,3,0.2100 ,2,0.0950 ,5,19.4220 ,5,0.0420 ,5,1.3800 ,1,31.6630 ,2,26.8640 ,4
E01004247,Tower Hamlets 020C,41.6650 ,2,0.2980 ,1,0.1620 ,2,33.2140 ,3,0.6730 ,3,0.9080 ,2,29.9570 ,3,34.2700 ,2
E01004248,Tower Hamlets 018C,43.0680 ,2,0.3040 ,1,0.1710 ,2,51.4390 ,1,0.6960 ,3,0.3090 ,4,32.7970 ,2,28.2190 ,3
E01004249,Tower Hamlets 018D,43.1230 ,2,0.2900 ,1,0.1860 ,2,33.0350 ,3,0.3170 ,4,1.0700 ,1,37.1730 ,1,30.0020 ,3
E01004250,Tower Hamlets 020D,39.5750 ,2,0.2920 ,1,0.1810 ,2,37.8760 ,2,0.6440 ,3,0.5140 ,3,27.3780 ,3,21.2030 ,5
E01004251,Tower Hamlets 023A,28.6560 ,3,0.2020 ,2,0.1040 ,4,19.5360 ,5,0.3140 ,4,0.8950 ,2,30.2880 ,3,26.3010 ,4
E01004252,Tower Hamlets 024A,35.1900 ,2,0.2760 ,1,0.1490 ,3,12.8360 ,6,0.7520 ,2,0.6150 ,3,33.8350 ,2,21.9760 ,5
E01004253,Tower Hamlets 024B,28.2450 ,3,0.2130 ,2,0.1140 ,4,28.1640 ,3,0.0600 ,5,0.5540 ,3,28.6750 ,3,22.9280 ,5
E01004254,Tower Hamlets 023B,18.7400 ,5,0.1070 ,5,0.0500 ,8,5.0470 ,9,-0.5940 ,8,0.8690 ,2,25.6690 ,4,49.6280 ,1
E01004255,Tower Hamlets 023C,34.7360 ,2,0.2580 ,2,0.1560 ,2,21.1310 ,4,0.5180 ,3,0.5330 ,3,30.1520 ,3,29.2110 ,3
E01004256,Tower Hamlets 024C,35.6050 ,2,0.2760 ,1,0.1570 ,2,31.2200 ,3,0.2900 ,4,0.2960 ,4,29.5590 ,3,29.8690 ,3
E01004257,Tower Hamlets 024D,32.9940 ,3,0.2210 ,2,0.1160 ,4,30.1610 ,3,0.3290 ,4,1.0910 ,1,27.8770 ,3,32.2580 ,3
E01004258,Tower Hamlets 023D,21.9680 ,4,0.1290 ,4,0.0840 ,5,6.5280 ,8,-0.2730 ,7,0.3350 ,4,37.2940 ,1,39.0840 ,2
E01004259,Tower Hamlets 007A,26.2150 ,4,0.1640 ,3,0.0890 ,5,7.5600 ,8,0.4490 ,3,0.9470 ,2,27.8220 ,3,38.6880 ,2
E01004260,Tower Hamlets 007B,32.2270 ,3,0.2420 ,2,0.1230 ,3,24.3600 ,4,0.5090 ,3,0.3940 ,4,30.6900 ,2,31.6020 ,3
E01004261,Tower Hamlets 010A,25.8490 ,4,0.1500 ,4,0.0560 ,7,28.7590 ,3,0.3190 ,4,0.1150 ,5,34.7560 ,2,46.9260 ,1
E01004262,Tower Hamlets 010B,29.2880 ,3,0.1670 ,3,0.0880 ,5,21.5870 ,4,0.6160 ,3,0.8860 ,2,28.8200 ,3,41.6610 ,2
E01004263,Tower Hamlets 007C,32.9580 ,3,0.2210 ,2,0.1380 ,3,32.1230 ,3,0.4330 ,4,0.6670 ,3,26.5090 ,3,31.5060 ,3
E01004264,Tower Hamlets 010C,34.3130 ,2,0.2430 ,2,0.1290 ,3,24.9960 ,4,0.6140 ,3,0.3440 ,4,38.4780 ,1,28.3480 ,3
E01004266,Tower Hamlets 007D,26.8970 ,3,0.1950 ,3,0.0980 ,4,15.1970 ,6,0.1240 ,5,0.8130 ,2,26.6320 ,3,35.5890 ,2
E01004267,Tower Hamlets 012D,32.9980 ,3,0.2400 ,2,0.1210 ,3,8.8440 ,8,0.1070 ,5,1.1900 ,1,28.8170 ,3,45.2320 ,1
E01004268,Tower Hamlets 012E,34.3580 ,2,0.2580 ,2,0.1520 ,2,24.4160 ,4,0.7120 ,3,-0.2170 ,7,33.2170 ,2,26.5250 ,4
E01004269,Tower Hamlets 014A,32.2490 ,3,0.2220 ,2,0.1090 ,4,15.0320 ,6,0.5870 ,3,1.0840 ,1,30.8210 ,2,34.2930 ,2
E01004270,Tower Hamlets 014B,22.2950 ,4,0.1370 ,4,0.0550 ,7,8.6950 ,8,-0.4280 ,7,1.2910 ,1,32.5060 ,2,35.6170 ,2
E01004271,Tower Hamlets 014C,31.0280 ,3,0.2210 ,2,0.1070 ,4,25.8940 ,4,0.4510 ,3,0.6350 ,3,30.4670 ,3,32.5790 ,3
E01004272,Tower Hamlets 014D,35.1450 ,2,0.2740 ,1,0.1450 ,3,32.4370 ,3,0.2510 ,4,0.5670 ,3,32.8310 ,2,20.6030 ,5
E01004273,Tower Hamlets 014E,36.7770 ,2,0.2810 ,1,0.1500 ,2,31.3770 ,3,0.1300 ,5,0.8530 ,2,32.7860 ,2,24.8670 ,4
E01004274,Tower Hamlets 031A,24.1910 ,4,0.2250 ,2,0.1180 ,4,20.0380 ,5,-0.1940 ,6,-0.4310 ,7,27.6440 ,3,15.0330 ,6
E01004275,Tower Hamlets 031B,13.7940 ,7,0.0990 ,6,0.0600 ,7,14.5440 ,6,-0.2860 ,7,-0.5320 ,8,24.9780 ,4,22.8190 ,5
E01004276,Tower Hamlets 031C,5.3710 ,10,0.0260 ,10,0.0140 ,10,4.8150 ,9,-1.1080 ,10,-1.1400 ,10,23.1650 ,4,25.0340 ,4
E01004277,Tower Hamlets 033A,7.9170 ,9,0.0410 ,9,0.0430 ,9,3.2030 ,9,-0.4290 ,7,-2.1810 ,10,32.2210 ,2,13.6870 ,7
E01004280,Tower Hamlets 032A,25.1180 ,4,0.2260 ,2,0.1160 ,4,18.6080 ,5,-0.0280 ,6,-0.4930 ,8,27.3030 ,3,24.3750 ,4
E01004281,Tower Hamlets 031D,8.2200 ,9,0.0600 ,8,0.0320 ,10,1.8740 ,10,-0.4320 ,7,-0.5060 ,8,24.4930 ,4,23.2340 ,4
E01004283,Tower Hamlets 016A,29.5650 ,3,0.2370 ,2,0.1110 ,4,21.3260 ,4,0.2530 ,4,0.1870 ,5,29.9200 ,3,35.0670 ,2
E01004284,Tower Hamlets 019A,31.3680 ,3,0.2650 ,2,0.1300 ,3,13.4730 ,6,0.4020 ,4,0.2970 ,4,33.0130 ,2,25.1790 ,4
E01004285,Tower Hamlets 019B,39.7440 ,2,0.2760 ,1,0.1520 ,2,39.0020 ,2,0.5890 ,3,0.5120 ,3,38.3000 ,1,28.2730 ,3
E01004286,Tower Hamlets 019C,36.4940 ,2,0.2460 ,2,0.1630 ,2,22.4710 ,4,0.3920 ,4,0.8100 ,2,26.9940 ,3,42.2750 ,2
E01004287,Tower Hamlets 016B,29.9470 ,3,0.2400 ,2,0.1200 ,3,19.7070 ,5,0.3150 ,4,0.1670 ,5,28.4260 ,3,34.9120 ,2
E01004288,Tower Hamlets 019D,37.9960 ,2,0.2620 ,2,0.1610 ,2,30.7680 ,3,0.7900 ,2,0.5130 ,3,29.3770 ,3,32.3680 ,3
E01004289,Tower Hamlets 016C,34.5960 ,2,0.2120 ,2,0.1360 ,3,15.7790 ,6,0.9590 ,2,0.8670 ,2,28.2680 ,3,39.3290 ,2
E01004290,Tower Hamlets 016D,28.5580 ,3,0.1960 ,3,0.1060 ,4,12.5450 ,6,0.4040 ,4,0.8090 ,2,29.8090 ,3,34.7990 ,2
E01004291,Tower Hamlets 027A,9.8720 ,8,0.0660 ,7,0.0400 ,9,5.5020 ,9,-0.4350 ,7,-0.3540 ,7,23.9630 ,4,26.7020 ,4
E01004292,Tower Hamlets 026A,7.7300 ,9,0.0450 ,9,0.0240 ,10,3.3340 ,9,-0.4900 ,8,0.0330 ,5,22.3510 ,5,23.4800 ,4
E01004293,Tower Hamlets 027B,8.7930 ,8,0.0600 ,8,0.0390 ,9,2.8130 ,10,-0.9360 ,9,-0.4110 ,7,21.9910 ,5,32.6990 ,3
E01004294,Tower Hamlets 026B,18.6480 ,5,0.1460 ,4,0.0840 ,5,6.7000 ,8,-0.1690 ,6,-0.6660 ,8,29.9490 ,3,32.0950 ,3
E01004295,Tower Hamlets 026C,31.0810 ,3,0.2360 ,2,0.1150 ,4,30.8400 ,3,-0.1250 ,6,0.6200 ,3,31.8220 ,2,31.1680 ,3
E01004296,Tower Hamlets 026D,26.0770 ,4,0.2050 ,2,0.1130 ,4,14.0030 ,6,-0.0080 ,5,0.5340 ,3,31.4200 ,2,22.9620 ,5
E01004297,Tower Hamlets 027C,9.2990 ,8,0.0710 ,7,0.0410 ,9,3.5180 ,9,-0.7170 ,8,-0.1100 ,6,21.0260 ,5,26.5460 ,4
E01004298,Tower Hamlets 022A,41.2550 ,2,0.2810 ,1,0.1500 ,3,22.9310 ,4,1.0190 ,2,0.9490 ,2,28.7290 ,3,42.8850 ,2
E01004300,Tower Hamlets 022B,36.6770 ,2,0.2700 ,1,0.1720 ,2,22.7540 ,4,0.6950 ,3,0.4420 ,4,29.8110 ,3,26.3310 ,4
E01004301,Tower Hamlets 025B,35.8180 ,2,0.2680 ,2,0.1220 ,3,17.6060 ,5,0.3590 ,4,1.1730 ,1,34.0980 ,2,33.1590 ,3
E01004302,Tower Hamlets 025C,25.2690 ,4,0.1820 ,3,0.0960 ,5,27.3310 ,3,-0.4070 ,7,-0.0710 ,6,36.8440 ,1,28.8030 ,3
E01004303,Tower Hamlets 025D,23.9540 ,4,0.1940 ,3,0.0950 ,5,8.6720 ,8,-0.1770 ,6,0.5710 ,3,30.5740 ,2,29.4540 ,3
E01004304,Tower Hamlets 022C,38.4690 ,2,0.2710 ,1,0.1450 ,3,24.3680 ,4,0.5150 ,3,0.9370 ,2,31.0270 ,2,40.9730 ,2
E01004305,Tower Hamlets 022D,30.8880 ,3,0.2230 ,2,0.1200 ,3,19.8030 ,5,0.1280 ,5,0.6330 ,3,31.2990 ,2,37.7210 ,2
E01004306,Tower Hamlets 015A,36.6990 ,2,0.2170 ,2,0.1300 ,3,6.2270 ,8,0.6280 ,3,1.3890 ,1,30.6490 ,2,54.4060 ,1
E01004307,Tower Hamlets 015B,14.0370 ,7,0.0560 ,8,0.0300 ,10,11.2760 ,7,-0.6360 ,8,-0.4350 ,7,31.6420 ,2,49.9180 ,1
E01004308,Tower Hamlets 015C,28.7610 ,3,0.2230 ,2,0.1090 ,4,13.6940 ,6,0.0510 ,5,0.8950 ,2,30.1300 ,3,30.4800 ,3
E01004309,Tower Hamlets 015D,38.4510 ,2,0.2610 ,2,0.1700 ,2,19.6340 ,5,0.8130 ,2,0.5980 ,3,32.3460 ,2,35.6110 ,2
E01004310,Tower Hamlets 015E,37.2670 ,2,0.2520 ,2,0.1500 ,3,17.0720 ,5,0.7010 ,3,0.6170 ,3,33.2990 ,2,44.0520 ,1
E01004311,Tower Hamlets 006A,38.7580 ,2,0.2570 ,2,0.1460 ,3,13.4870 ,6,0.6650 ,3,1.6580 ,1,27.8410 ,3,37.1310 ,2
E01004312,Tower Hamlets 009A,39.6030 ,2,0.2840 ,1,0.1450 ,3,22.8860 ,4,0.7440 ,2,1.2180 ,1,29.6720 ,3,32.9720 ,3
E01004313,Tower Hamlets 009B,24.5640 ,4,0.1790 ,3,0.0850 ,5,15.2780 ,6,0.0120 ,5,0.3120 ,4,31.8230 ,2,36.5990 ,2
E01004314,Tower Hamlets 006B,21.6350 ,4,0.1140 ,5,0.0570 ,7,2.7120 ,10,0.0800 ,5,1.4050 ,1,21.5550 ,5,44.5360 ,1
E01004315,Tower Hamlets 006C,32.5760 ,3,0.1990 ,3,0.1070 ,4,15.1260 ,6,0.4450 ,3,1.6760 ,1,28.4340 ,3,34.2870 ,2
E01004316,Tower Hamlets 009C,39.0890 ,2,0.2180 ,2,0.1300 ,3,12.2810 ,6,0.5900 ,3,2.1190 ,1,32.6690 ,2,46.2130 ,1
E01004317,Tower Hamlets 009D,27.6030 ,3,0.1720 ,3,0.0900 ,5,4.1940 ,9,0.3740 ,4,1.2930 ,1,31.4780 ,2,35.1690 ,2
E01004318,Tower Hamlets 006D,35.9030 ,2,0.2360 ,2,0.1630 ,2,19.2600 ,5,0.6090 ,3,0.8930 ,2,28.4080 ,3,34.9320 ,2
E01004319,Tower Hamlets 021A,32.5820 ,3,0.2510 ,2,0.1220 ,3,17.0250 ,5,0.2070 ,4,0.7790 ,2,32.7590 ,2,34.4850 ,2
E01004321,Tower Hamlets 021C,33.7820 ,2,0.2640 ,2,0.1360 ,3,13.0220 ,6,0.1590 ,5,0.8670 ,2,32.9840 ,2,34.1020 ,3
E01004322,Tower Hamlets 017A,32.2550 ,3,0.1920 ,3,0.1140 ,4,11.5880 ,7,0.3580 ,4,1.5210 ,1,30.6510 ,2,38.3040 ,2
E01004323,Tower Hamlets 017B,27.8210 ,3,0.2010 ,3,0.0950 ,5,11.4220 ,7,0.8440 ,2,0.6950 ,2,29.2560 ,3,24.0160 ,4
E01004324,Tower Hamlets 017C,37.4890 ,2,0.2240 ,2,0.1280 ,3,31.0400 ,3,1.2390 ,1,0.6750 ,3,32.2360 ,2,32.9700 ,3
E01004325,Tower Hamlets 021D,24.5280 ,4,0.1180 ,5,0.0440 ,9,5.8630 ,9,-0.2590 ,7,0.7480 ,2,34.6920 ,2,76.6690 ,1
E01004326,Tower Hamlets 017D,26.2590 ,4,0.1620 ,3,0.0770 ,6,11.8030 ,7,-0.1000 ,6,1.3160 ,1,30.0320 ,3,39.6980 ,2
E01004327,Waltham Forest 028A,30.0770 ,3,0.2050 ,2,0.1250 ,3,15.6530 ,6,-0.1460 ,6,0.5290 ,3,40.4130 ,1,33.7940 ,3
E01004328,Waltham Forest 028B,23.1510 ,4,0.1160 ,5,0.0670 ,6,13.8670 ,6,-0.3950 ,7,0.3600 ,4,36.4180 ,2,54.2770 ,1
E01004329,Waltham Forest 028C,23.7020 ,4,0.1380 ,4,0.0760 ,6,17.3840 ,5,-0.0870 ,6,-0.2070 ,7,38.5100 ,1,44.2110 ,1
E01004330,Waltham Forest 028D,16.9230 ,6,0.0960 ,6,0.0470 ,8,9.9420 ,7,-0.7510 ,9,0.1690 ,5,32.2080 ,2,45.2740 ,1
E01004331,Waltham Forest 028E,22.8360 ,4,0.1530 ,4,0.0780 ,6,16.2020 ,5,-0.2030 ,6,-0.4410 ,8,42.2160 ,1,32.4820 ,3
E01004332,Waltham Forest 028F,28.1950 ,3,0.1450 ,4,0.0860 ,5,19.0680 ,5,0.6620 ,3,0.4250 ,4,40.6280 ,1,36.1460 ,2
E01004333,Waltham Forest 024A,27.9490 ,3,0.1790 ,3,0.0970 ,4,15.0280 ,6,0.1760 ,5,0.5200 ,3,44.4260 ,1,26.4640 ,4
E01004334,Waltham Forest 024B,44.7000 ,1,0.3220 ,1,0.1780 ,2,30.0230 ,3,0.6330 ,3,0.6380 ,3,45.4220 ,1,22.9070 ,5
