LSOA code,LSOA name,IMD,IMD_R,Income,Income_R,Employment,Employment_R,Education,Education_R,Health,Health_R,Crime,Crime_R,Housing,Housing_R,Living,Living_R
E01000001,City of London 001A,6.2080 ,9,0.0070 ,10,0.0100 ,10,0.0240 ,10,-1.6540 ,10,-2.0120 ,10,29.4720 ,3,31.8730 ,3
E01000002,City of London 001B,5.1430 ,10,0.0340 ,10,0.0270 ,10,0.0630 ,10,-1.1150 ,10,-2.3430 ,10,24.4120 ,4,23.0840 ,4
E01000003,City of London 001C,19.4020 ,5,0.0860 ,6,0.0860 ,5,5.8040 ,9,-0.1020 ,6,-1.0320 ,9,40.1030 ,1,40.5350 ,2
E01000005,City of London 001E,28.6520 ,3,0.2110 ,2,0.1360 ,3,22.2600 ,4,-0.1210 ,6,-1.3170 ,10,39.9000 ,1,28.9790 ,3
E01000006,Barking and Dagenham 016A,19.8370 ,5,0.1170 ,5,0.0590 ,7,14.7980 ,6,-0.3590 ,7,-0.1470 ,6,45.1710 ,1,26.8880 ,4
E01000007,Barking and Dagenham 015A,31.5760 ,3,0.2070 ,2,0.1070 ,4,11.3850 ,7,-0.0270 ,5,0.8460 ,2,50.4200 ,1,25.9950 ,4
E01000008,Barking and Dagenham 015B,37.5960 ,2,0.2650 ,2,0.1510 ,2,25.5060 ,4,0.2500 ,4,0.3530 ,4,45.4130 ,1,30.2330 ,3
E01000009,Barking and Dagenham 016B,32.8440 ,3,0.1870 ,3,0.1090 ,4,15.7130 ,6,0.4540 ,3,0.8950 ,2,48.1190 ,1,28.6010 ,3
E01000010,Barking and Dagenham 015C,32.4370 ,3,0.1690 ,3,0.0730 ,6,11.7620 ,7,-0.0020 ,5,1.2140 ,1,50.5800 ,1,47.9320 ,1
E01000011,Barking and Dagenham 016C,30.6790 ,3,0.1670 ,3,0.0810 ,5,22.5190 ,4,-0.1370 ,6,0.5260 ,3,52.9480 ,1,39.8570 ,2
E01000012,Barking and Dagenham 015D,34.7140 ,2,0.2390 ,2,0.0960 ,5,19.7740 ,5,-0.0560 ,6,0.5420 ,3,56.5070 ,1,36.8810 ,2
E01000013,Barking and Dagenham 013A,38.9970 ,2,0.2130 ,2,0.1450 ,3,24.0030 ,4,0.6700 ,3,1.1990 ,1,45.2520 ,1,30.4240 ,3
E01000014,Barking and Dagenham 013B,35.6700 ,2,0.2010 ,3,0.1350 ,3,31.5010 ,3,0.3500 ,4,0.8250 ,2,46.1350 ,1,25.1220 ,4
E01000015,Barking and Dagenham 009A,33.6320 ,2,0.2160 ,2,0.1230 ,3,26.0130 ,4,0.0250 ,5,0.3720 ,4,50.4000 ,1,25.6960 ,4
E01000016,Barking and Dagenham 009B,32.8390 ,3,0.1990 ,3,0.1220 ,3,28.9960 ,3,0.3730 ,4,0.5280 ,3,43.7720 ,1,24.9500 ,4
E01000017,Barking and Dagenham 009C,39.0040 ,2,0.2500 ,2,0.1690 ,2,22.8990 ,4,0.6940 ,3,0.3170 ,4,45.9290 ,1,27.6880 ,4
E01000018,Barking and Dagenham 009D,33.4060 ,2,0.2120 ,2,0.1360 ,3,26.3580 ,4,0.2730 ,4,0.4570 ,3,43.5120 ,1,25.6590 ,4
E01000019,Barking and Dagenham 023A,33.6200 ,2,0.1940 ,3,0.1380 ,3,26.1110 ,4,0.4770 ,3,0.6450 ,3,41.2480 ,1,26.8260 ,4
E01000020,Barking and Dagenham 023B,36.0350 ,2,0.2160 ,2,0.1310 ,3,24.1840 ,4,0.7600 ,2,0.6510 ,3,43.5180 ,1,30.0780 ,3
E01000021,Barking and Dagenham 008A,38.8880 ,2,0.2300 ,2,0.1360 ,3,31.6370 ,3,0.4180 ,4,0.5590 ,3,45.5440 ,1,44.2140 ,1
E01000022,Barking and Dagenham 008B,34.4130 ,2,0.1950 ,3,0.1390 ,3,27.1110 ,3,0.4270 ,4,0.5060 ,3,44.2770 ,1,30.4350 ,3
E01000023,Barking and Dagenham 008C,36.8770 ,2,0.2280 ,2,0.1080 ,4,22.9940 ,4,0.0330 ,5,1.2860 ,1,45.8460 ,1,39.9680 ,2
E01000024,Barking and Dagenham 008D,29.3390 ,3,0.1550 ,4,0.1000 ,4,29.2980 ,3,0.2630 ,4,0.2440 ,4,45.7040 ,1,29.8690 ,3
E01000025,Barking and Dagenham 008E,36.7020 ,2,0.2190 ,2,0.1380 ,3,25.6910 ,4,0.3950 ,4,0.8370 ,2,47.0290 ,1,28.0420 ,4
E01000027,Barking and Dagenham 001A,37.3470 ,2,0.2160 ,2,0.1460 ,3,38.1220 ,2,0.1480 ,5,1.0420 ,1,44.9760 ,1,20.3290 ,5
E01000028,Barking and Dagenham 001B,40.0780 ,2,0.2600 ,2,0.1550 ,2,27.6990 ,3,1.1380 ,1,-0.1110 ,6,48.6250 ,1,16.2820 ,6
E01000029,Barking and Dagenham 001C,22.5030 ,4,0.1130 ,5,0.0750 ,6,17.3490 ,5,-0.2800 ,7,0.3500 ,4,47.5100 ,1,21.9740 ,5
E01000030,Barking and Dagenham 001D,38.4150 ,2,0.2640 ,2,0.1620 ,2,38.7530 ,2,0.0160 ,5,0.4990 ,3,44.5920 ,1,20.9930 ,5
E01000031,Barking and Dagenham 002A,22.6720 ,4,0.1260 ,4,0.0750 ,6,12.9530 ,6,0.0460 ,5,0.9190 ,2,34.1400 ,2,27.7030 ,4
E01000032,Barking and Dagenham 002B,29.9580 ,3,0.1460 ,4,0.1060 ,4,23.0350 ,4,0.0950 ,5,0.9130 ,2,39.9220 ,1,38.3690 ,2
E01000033,Barking and Dagenham 006A,37.9780 ,2,0.2570 ,2,0.1360 ,3,32.0370 ,3,0.2780 ,4,0.1620 ,5,55.6860 ,1,21.7630 ,5
E01000034,Barking and Dagenham 003A,35.8950 ,2,0.2160 ,2,0.1470 ,3,33.8580 ,3,0.6610 ,3,0.3020 ,4,45.0830 ,1,18.0100 ,6
E01000035,Barking and Dagenham 010A,26.1750 ,4,0.1500 ,4,0.0920 ,5,25.5360 ,4,0.3970 ,4,0.2420 ,4,39.0250 ,1,23.0710 ,4
E01000036,Barking and Dagenham 010B,19.2700 ,5,0.1120 ,5,0.0730 ,6,15.9690 ,6,-0.1850 ,6,0.3860 ,4,31.7240 ,2,27.6120 ,4
E01000037,Barking and Dagenham 003B,17.9880 ,5,0.0960 ,6,0.1010 ,4,20.2880 ,5,-0.5040 ,8,-0.0670 ,6,29.7150 ,3,19.0570 ,5
E01000038,Barking and Dagenham 003C,19.6460 ,5,0.1270 ,4,0.0790 ,6,18.7020 ,5,-0.1030 ,6,0.2040 ,5,27.9450 ,3,27.0010 ,4
E01000039,Barking and Dagenham 003D,22.2880 ,4,0.1270 ,4,0.0740 ,6,19.7530 ,5,0.1730 ,5,0.0920 ,5,42.7790 ,1,17.5270 ,6
E01000040,Barking and Dagenham 019A,34.6080 ,2,0.2180 ,2,0.1230 ,3,31.3320 ,3,0.1550 ,5,0.6070 ,3,45.8010 ,1,29.3230 ,3
E01000041,Barking and Dagenham 017A,33.1730 ,3,0.1720 ,3,0.1050 ,4,33.8670 ,3,0.3490 ,4,0.4320 ,4,48.6060 ,1,33.1270 ,3
E01000042,Barking and Dagenham 017B,41.5730 ,2,0.2630 ,2,0.1640 ,2,31.4500 ,3,0.5260 ,3,0.2630 ,4,57.0150 ,1,24.7500 ,4
E01000043,Barking and Dagenham 019B,28.0750 ,3,0.1470 ,4,0.0850 ,5,28.9460 ,3,0.0440 ,5,0.5740 ,3,42.9210 ,1,33.8530 ,3
E01000044,Barking and Dagenham 016D,28.3890 ,3,0.1330 ,4,0.0790 ,6,22.2630 ,4,-0.4100 ,7,1.0770 ,1,42.6380 ,1,44.1300 ,1
E01000045,Barking and Dagenham 017C,35.6880 ,2,0.1880 ,3,0.1250 ,3,24.0130 ,4,0.2790 ,4,1.2140 ,1,44.5140 ,1,35.2450 ,2
E01000046,Barking and Dagenham 017D,29.7630 ,3,0.1700 ,3,0.1110 ,4,28.1850 ,3,0.2220 ,4,-0.0260 ,6,45.3380 ,1,30.2600 ,3
E01000048,Barking and Dagenham 021B,44.7040 ,1,0.3410 ,1,0.1820 ,2,26.4900 ,4,0.4950 ,3,0.2460 ,4,49.0120 ,1,20.5780 ,5
E01000049,Barking and Dagenham 021C,41.1720 ,2,0.2900 ,1,0.1430 ,3,27.8520 ,3,0.4090 ,4,0.3760 ,4,55.2980 ,1,26.5880 ,4
E01000050,Barking and Dagenham 019C,34.7010 ,2,0.1760 ,3,0.1140 ,4,22.6420 ,4,0.6100 ,3,0.7400 ,2,48.0030 ,1,36.5880 ,2
E01000051,Barking and Dagenham 021D,36.9410 ,2,0.2340 ,2,0.1300 ,3,28.1970 ,3,0.3910 ,4,0.8590 ,2,45.9960 ,1,27.5210 ,4
E01000052,Barking and Dagenham 019D,33.2840 ,2,0.1880 ,3,0.1110 ,4,27.4030 ,3,-0.1530 ,6,0.3350 ,4,51.7740 ,1,38.5320 ,2
E01000053,Barking and Dagenham 020A,40.0440 ,2,0.2290 ,2,0.1260 ,3,27.7030 ,3,0.7010 ,3,1.2170 ,1,49.4790 ,1,26.5030 ,4
E01000054,Barking and Dagenham 018A,29.7880 ,3,0.1800 ,3,0.0960 ,5,26.6970 ,4,0.1980 ,4,0.5140 ,3,42.5070 ,1,31.4810 ,3
E01000055,Barking and Dagenham 018B,30.8980 ,3,0.2110 ,2,0.1140 ,4,27.1430 ,3,0.1260 ,5,0.0470 ,5,43.1850 ,1,29.3690 ,3
E01000056,Barking and Dagenham 018C,35.9030 ,2,0.1970 ,3,0.1440 ,3,25.3040 ,4,0.4550 ,3,0.4850 ,3,51.7360 ,1,23.5060 ,4
E01000057,Barking and Dagenham 012A,32.8870 ,3,0.1960 ,3,0.1180 ,4,31.4620 ,3,0.0970 ,5,0.6440 ,3,43.7250 ,1,30.0460 ,3
E01000058,Barking and Dagenham 018D,31.7630 ,3,0.1990 ,3,0.1170 ,4,25.8450 ,4,0.1470 ,5,0.3580 ,4,46.2510 ,1,27.8090 ,4
E01000059,Barking and Dagenham 013C,32.3310 ,3,0.1760 ,3,0.1290 ,3,28.1400 ,3,0.1360 ,5,0.4140 ,4,45.2410 ,1,32.6990 ,3
E01000060,Barking and Dagenham 006B,36.1540 ,2,0.2020 ,2,0.1290 ,3,25.5400 ,4,0.2820 ,4,1.1090 ,1,48.5300 ,1,24.7290 ,4
E01000061,Barking and Dagenham 006C,46.2830 ,1,0.3030 ,1,0.1860 ,2,39.7760 ,2,1.0130 ,2,0.1450 ,5,49.6270 ,1,15.9670 ,6
E01000062,Barking and Dagenham 006D,26.6690 ,3,0.1430 ,4,0.0880 ,5,30.7300 ,3,-0.1430 ,6,0.5580 ,3,45.0880 ,1,20.1530 ,5
E01000063,Barking and Dagenham 004A,33.3710 ,2,0.1810 ,3,0.1240 ,3,37.6240 ,2,0.2860 ,4,0.3420 ,4,41.8860 ,1,35.4520 ,2
E01000064,Barking and Dagenham 006E,35.2830 ,2,0.2080 ,2,0.1300 ,3,24.4380 ,4,0.3900 ,4,0.2120 ,5,50.0540 ,1,34.1750 ,3
E01000065,Barking and Dagenham 007A,39.8900 ,2,0.2280 ,2,0.1730 ,2,26.1850 ,4,0.8170 ,2,0.3240 ,4,47.4530 ,1,29.3100 ,3
E01000066,Barking and Dagenham 011A,25.7630 ,4,0.1470 ,4,0.0970 ,4,18.2940 ,5,0.0540 ,5,-0.2730 ,7,50.6560 ,1,17.9160 ,6
E01000067,Barking and Dagenham 011B,20.9730 ,5,0.1320 ,4,0.0660 ,7,15.9900 ,6,-0.3880 ,7,0.3810 ,4,42.4560 ,1,21.7110 ,5
E01000068,Barking and Dagenham 016E,25.6030 ,4,0.1230 ,5,0.0750 ,6,16.1870 ,5,0.1670 ,5,0.9460 ,2,41.5020 ,1,31.3820 ,3
E01000069,Barking and Dagenham 011C,16.3750 ,6,0.0870 ,6,0.0700 ,6,16.4810 ,5,-0.6260 ,8,0.0320 ,5,31.7810 ,2,28.3600 ,3
E01000070,Barking and Dagenham 011D,21.0380 ,5,0.1100 ,5,0.0770 ,6,14.4340 ,6,-0.4420 ,7,0.8400 ,2,35.5960 ,2,27.6390 ,4
E01000071,Barking and Dagenham 011E,18.8480 ,5,0.1300 ,4,0.0580 ,7,14.1140 ,6,-0.2610 ,7,-0.1550 ,6,40.9810 ,1,22.0640 ,5
E01000072,Barking and Dagenham 017E,41.0160 ,2,0.2410 ,2,0.1380 ,3,34.2420 ,3,0.4780 ,3,1.1970 ,1,46.9570 ,1,30.0820 ,3
E01000073,Barking and Dagenham 012B,38.7570 ,2,0.2090 ,2,0.1350 ,3,35.1400 ,3,0.5700 ,3,1.3460 ,1,43.4420 ,1,23.6360 ,4
E01000074,Barking and Dagenham 012C,35.0440 ,2,0.2340 ,2,0.1280 ,3,32.3980 ,3,0.4610 ,3,0.0050 ,6,47.4080 ,1,22.8060 ,5
E01000075,Barking and Dagenham 012D,36.9990 ,2,0.1960 ,3,0.1180 ,4,36.3470 ,2,0.1360 ,5,1.0570 ,1,44.8690 ,1,39.8150 ,2
E01000076,Barking and Dagenham 012E,36.2460 ,2,0.2080 ,2,0.1480 ,3,36.1930 ,2,0.0970 ,5,0.2870 ,4,49.8700 ,1,27.0200 ,4
E01000077,Barking and Dagenham 008F,41.0320 ,2,0.2510 ,2,0.1590 ,2,33.4940 ,3,0.7250 ,3,0.4870 ,3,44.1430 ,1,35.0200 ,2
E01000078,Barking and Dagenham 007B,35.0330 ,2,0.2280 ,2,0.1280 ,3,33.6680 ,3,0.0350 ,5,0.4670 ,3,44.3110 ,1,33.0910 ,3
E01000079,Barking and Dagenham 009E,34.5220 ,2,0.2270 ,2,0.1410 ,3,24.5260 ,4,0.0450 ,5,0.2530 ,4,48.0070 ,1,29.3250 ,3
E01000080,Barking and Dagenham 007C,33.1850 ,3,0.1900 ,3,0.1460 ,3,26.3790 ,4,0.4450 ,3,0.1450 ,5,45.3850 ,1,24.4920 ,4
E01000081,Barking and Dagenham 007D,30.6080 ,3,0.1620 ,3,0.1160 ,4,30.9520 ,3,0.2250 ,4,0.1920 ,5,43.7180 ,1,32.7580 ,3
E01000082,Barking and Dagenham 007E,27.8950 ,3,0.1580 ,3,0.1130 ,4,31.0530 ,3,-0.1110 ,6,-0.2210 ,7,43.1760 ,1,30.0060 ,3
E01000083,Barking and Dagenham 007F,34.3770 ,2,0.1960 ,3,0.1340 ,3,27.0720 ,3,0.3610 ,4,0.4340 ,4,44.2450 ,1,35.3950 ,2
E01000084,Barking and Dagenham 013D,39.8150 ,2,0.2290 ,2,0.1410 ,3,36.8390 ,2,0.3380 ,4,1.3090 ,1,43.4320 ,1,28.5340 ,3
E01000085,Barking and Dagenham 013E,35.1540 ,2,0.1890 ,3,0.1240 ,3,36.2590 ,2,-0.2270 ,6,1.0360 ,1,46.1390 ,1,32.4650 ,3
E01000086,Barking and Dagenham 013F,38.1560 ,2,0.2180 ,2,0.1420 ,3,28.5030 ,3,0.8900 ,2,0.8680 ,2,42.7570 ,1,26.2810 ,4
E01000087,Barking and Dagenham 020B,34.3570 ,2,0.2260 ,2,0.1310 ,3,27.1710 ,3,0.0460 ,5,0.1350 ,5,48.5650 ,1,31.3570 ,3
E01000088,Barking and Dagenham 020C,28.8490 ,3,0.1470 ,4,0.1000 ,4,20.3130 ,5,0.2640 ,4,0.5520 ,3,44.0050 ,1,34.5250 ,2
E01000089,Barking and Dagenham 020D,28.9680 ,3,0.1560 ,4,0.0920 ,5,25.2460 ,4,-0.1540 ,6,0.1890 ,5,47.2540 ,1,40.9550 ,2
E01000090,Barking and Dagenham 020E,28.3170 ,3,0.1690 ,3,0.0910 ,5,22.0240 ,4,-0.1870 ,6,0.7000 ,2,45.4750 ,1,29.4640 ,3
E01000091,Barking and Dagenham 022A,42.1830 ,2,0.2560 ,2,0.1750 ,2,32.5620 ,3,0.3240 ,4,0.9940 ,2,48.2660 ,1,23.5630 ,4
E01000092,Barking and Dagenham 019E,33.7680 ,2,0.2150 ,2,0.1060 ,4,18.7880 ,5,-0.0080 ,5,0.6570 ,3,61.0590 ,1,29.9930 ,3
E01000093,Barking and Dagenham 022B,46.9220 ,1,0.2600 ,2,0.1690 ,2,27.9550 ,3,0.8420 ,2,1.0730 ,1,49.6570 ,1,43.5700 ,1
E01000094,Barking and Dagenham 022C,28.1820 ,3,0.1670 ,3,0.0940 ,5,10.8660 ,7,-0.0360 ,6,0.5240 ,3,64.9610 ,1,20.6920 ,5
E01000095,Barking and Dagenham 018E,32.2540 ,3,0.1960 ,3,0.0950 ,5,22.3140 ,4,-0.1110 ,6,0.9440 ,2,63.1510 ,1,18.6570 ,5
E01000096,Barking and Dagenham 022D,40.9260 ,2,0.2590 ,2,0.1350 ,3,34.3070 ,3,0.0080 ,5,1.2840 ,1,48.3170 ,1,29.9820 ,3
E01000097,Barking and Dagenham 023C,38.0090 ,2,0.2230 ,2,0.1310 ,3,32.9260 ,3,0.8080 ,2,0.4680 ,3,47.0960 ,1,28.5660 ,3
E01000098,Barking and Dagenham 023D,39.4050 ,2,0.2390 ,2,0.1590 ,2,31.3890 ,3,0.4430 ,3,0.9110 ,2,43.4820 ,1,28.6730 ,3
E01000099,Barking and Dagenham 023E,29.2660 ,3,0.1740 ,3,0.1050 ,4,25.0370 ,4,0.2140 ,4,0.0080 ,6,47.1110 ,1,26.7950 ,4
E01000100,Barking and Dagenham 004B,31.8300 ,3,0.1600 ,3,0.1170 ,4,29.6220 ,3,0.1060 ,5,0.6340 ,3,42.9380 ,1,38.2070 ,2
E01000101,Barking and Dagenham 004C,40.4630 ,2,0.2540 ,2,0.1540 ,2,28.9880 ,3,0.4640 ,3,0.8320 ,2,43.2900 ,1,37.2230 ,2
E01000102,Barking and Dagenham 007G,42.6310 ,2,0.2750 ,1,0.1750 ,2,23.9760 ,4,0.6840 ,3,0.7620 ,2,44.3760 ,1,33.8000 ,3
E01000103,Barking and Dagenham 014A,32.8940 ,3,0.1800 ,3,0.1130 ,4,26.2080 ,4,0.4270 ,4,0.5800 ,3,50.8720 ,1,20.0680 ,5
E01000104,Barking and Dagenham 014B,34.6720 ,2,0.2220 ,2,0.1340 ,3,31.6640 ,3,0.2760 ,4,0.1310 ,5,50.1070 ,1,18.0660 ,6
E01000105,Barking and Dagenham 014C,44.1490 ,1,0.2460 ,2,0.1650 ,2,36.1320 ,2,0.9320 ,2,1.0390 ,1,47.2400 ,1,25.5890 ,4
E01000106,Barking and Dagenham 014D,43.5230 ,2,0.2750 ,1,0.1670 ,2,27.2190 ,3,0.6360 ,3,0.7860 ,2,51.4280 ,1,26.2650 ,4
E01000107,Barking and Dagenham 010C,28.3320 ,3,0.1510 ,4,0.0950 ,5,29.3240 ,3,0.5790 ,3,-0.0270 ,6,44.4290 ,1,22.8130 ,5
E01000108,Barking and Dagenham 010D,28.1660 ,3,0.1710 ,3,0.1040 ,4,20.5960 ,5,0.1580 ,5,0.1830 ,5,41.0450 ,1,35.1360 ,2
E01000109,Barking and Dagenham 004D,25.6910 ,4,0.1200 ,5,0.0840 ,5,22.4850 ,4,-0.1990 ,6,0.8910 ,2,39.7550 ,1,34.1490 ,3
E01000110,Barking and Dagenham 002C,17.7410 ,5,0.1120 ,5,0.0780 ,6,12.8480 ,6,-0.0020 ,5,-0.3120 ,7,32.8720 ,2,20.5440 ,5
E01000111,Barking and Dagenham 002D,28.9030 ,3,0.1740 ,3,0.1110 ,4,20.8780 ,5,0.1870 ,5,0.3130 ,4,44.3390 ,1,26.7890 ,4
E01000112,Barking and Dagenham 002E,24.7430 ,4,0.1290 ,4,0.0650 ,7,18.9690 ,5,-0.3240 ,7,0.6020 ,3,43.1590 ,1,40.7660 ,2
E01000113,Barking and Dagenham 002F,25.2680 ,4,0.1520 ,4,0.0810 ,5,16.9830 ,5,-0.1220 ,6,0.7080 ,2,42.2080 ,1,26.9450 ,4
E01000114,Barking and Dagenham 004E,23.2880 ,4,0.1190 ,5,0.0740 ,6,19.1240 ,5,-0.1170 ,6,0.4230 ,4,40.7550 ,1,34.2740 ,2
E01000115,Barnet 009A,6.2270 ,9,0.0550 ,8,0.0460 ,8,3.7340 ,9,-1.5260 ,10,-0.5450 ,8,17.0040 ,7,18.8380 ,5
E01000116,Barnet 009B,7.7900 ,9,0.0740 ,7,0.0490 ,8,3.8700 ,9,-1.4120 ,10,-0.4300 ,7,19.1730 ,6,18.2480 ,6
E01000117,Barnet 010A,9.6420 ,8,0.0710 ,7,0.0620 ,7,6.0770 ,8,-1.1410 ,10,-0.1680 ,6,21.5060 ,5,17.6600 ,6
E01000118,Barnet 010B,9.8120 ,8,0.0770 ,7,0.0590 ,7,8.5900 ,8,-1.6790 ,10,-0.2060 ,7,22.3390 ,5,16.2610 ,6
E01000119,Barnet 009C,11.5890 ,7,0.0780 ,7,0.0540 ,8,3.3120 ,9,-1.8840 ,10,0.6270 ,3,23.5190 ,4,21.9490 ,5
E01000120,Barnet 009D,5.9020 ,10,0.0610 ,8,0.0360 ,9,4.4360 ,9,-1.5800 ,10,-0.5680 ,8,18.9770 ,6,14.8720 ,6
E01000121,Barnet 010C,36.2030 ,2,0.2620 ,2,0.1940 ,2,22.5830 ,4,0.2610 ,4,0.3360 ,4,37.5220 ,1,13.3390 ,7
E01000122,Barnet 009E,10.1520 ,8,0.0710 ,7,0.0550 ,8,2.2570 ,10,-1.2460 ,10,-0.6220 ,8,30.6590 ,2,21.8170 ,5
E01000123,Barnet 010D,11.0480 ,8,0.0750 ,7,0.0490 ,8,8.5190 ,8,-1.0620 ,9,-0.6840 ,8,34.6320 ,2,15.6590 ,6
E01000124,Barnet 010E,23.5890 ,4,0.1660 ,3,0.1280 ,3,14.6740 ,6,-0.5930 ,8,0.4910 ,3,30.5870 ,2,20.7680 ,5
E01000125,Barnet 024A,26.7040 ,3,0.1790 ,3,0.0880 ,5,23.7850 ,4,-0.6150 ,8,0.5860 ,3,45.9110 ,1,20.5820 ,5
E01000126,Barnet 026A,33.6250 ,2,0.2430 ,2,0.1520 ,2,13.2100 ,6,-0.0770 ,6,-0.1640 ,6,51.1810 ,1,24.4330 ,4
E01000127,Barnet 024B,27.5430 ,3,0.1930 ,3,0.1290 ,3,21.3480 ,4,-0.4950 ,8,0.4240 ,4,37.5880 ,1,22.9200 ,5
E01000128,Barnet 024C,27.0550 ,3,0.1710 ,3,0.1030 ,4,22.5290 ,4,-0.3460 ,7,0.9570 ,2,34.7080 ,2,27.1460 ,4
E01000129,Barnet 024D,31.0000 ,3,0.2140 ,2,0.1100 ,4,23.9730 ,4,-0.1480 ,6,1.0040 ,2,38.6570 ,1,25.5430 ,4
E01000130,Barnet 021A,30.8630 ,3,0.1850 ,3,0.1180 ,4,19.1180 ,5,-0.3310 ,7,0.8390 ,2,43.4750 ,1,35.2880 ,2
E01000131,Barnet 024E,20.9040 ,5,0.1160 ,5,0.0670 ,6,10.9000 ,7,-0.8020 ,9,1.1330 ,1,39.0330 ,1,20.9790 ,5
E01000132,Barnet 021B,25.5300 ,4,0.1870 ,3,0.1060 ,4,22.6980 ,4,-0.4640 ,7,0.3090 ,4,35.3970 ,2,25.8370 ,4
E01000133,Barnet 021C,30.7740 ,3,0.1880 ,3,0.1590 ,2,24.5160 ,4,-0.0590 ,6,0.0650 ,5,40.0790 ,1,26.7200 ,4
E01000134,Barnet 024F,24.6690 ,4,0.1840 ,3,0.0930 ,5,20.2600 ,5,-0.5790 ,8,-0.1950 ,6,42.1520 ,1,27.2250 ,4
E01000135,Barnet 038A,12.5230 ,7,0.0760 ,7,0.0480 ,8,4.3570 ,9,-1.0870 ,9,0.3850 ,4,25.5160 ,4,33.5360 ,3
E01000136,Barnet 038B,8.9600 ,8,0.0370 ,9,0.0200 ,10,0.9460 ,10,-1.9300 ,10,0.1880 ,5,27.6150 ,3,36.1980 ,2
E01000137,Barnet 041A,28.7860 ,3,0.2350 ,2,0.1450 ,3,8.1400 ,8,0.0770 ,5,0.3480 ,4,33.3290 ,2,22.8350 ,5
E01000138,Barnet 040A,27.8600 ,3,0.1780 ,3,0.1270 ,3,8.4490 ,8,-0.5470 ,8,1.0660 ,1,35.7300 ,2,31.8950 ,3
E01000139,Barnet 041B,12.3880 ,7,0.0820 ,6,0.0410 ,9,4.4810 ,9,-1.3260 ,10,0.6100 ,3,25.6080 ,4,29.2800 ,3
E01000140,Barnet 041C,16.8170 ,6,0.1180 ,5,0.0780 ,6,9.4570 ,7,-0.9140 ,9,-0.0260 ,6,30.1880 ,3,30.3410 ,3
E01000141,Barnet 039A,28.7970 ,3,0.1490 ,4,0.0830 ,5,11.2800 ,7,-0.7360 ,9,1.5180 ,1,35.6680 ,2,52.2200 ,1
E01000142,Barnet 040B,16.6690 ,6,0.1260 ,4,0.0770 ,6,8.8560 ,8,-0.6760 ,8,-0.3730 ,7,30.8650 ,2,28.6800 ,3
E01000143,Barnet 041D,31.3420 ,3,0.2390 ,2,0.1530 ,2,16.5580 ,5,-0.0810 ,6,0.7630 ,2,33.5310 ,2,19.2520 ,5
E01000144,Barnet 038C,18.3380 ,5,0.1020 ,5,0.0820 ,5,8.3280 ,8,-0.9060 ,9,0.7170 ,2,31.1070 ,2,29.1700 ,3
E01000145,Barnet 037A,14.6260 ,6,0.0880 ,6,0.0720 ,6,4.6790 ,9,-1.5000 ,10,0.1960 ,5,29.1160 ,3,32.5980 ,3
E01000146,Barnet 038D,18.5380 ,5,0.1030 ,5,0.0890 ,5,4.7980 ,9,-1.5420 ,10,0.6380 ,3,34.5610 ,2,29.8490 ,3
E01000147,Barnet 030A,12.7860 ,7,0.0780 ,7,0.0400 ,9,9.8930 ,7,-1.9900 ,10,0.3360 ,4,27.4470 ,3,33.4150 ,3
E01000148,Barnet 030B,27.6710 ,3,0.1860 ,3,0.1150 ,4,15.7940 ,6,-0.0420 ,6,0.0090 ,6,43.1660 ,1,29.8440 ,3
E01000150,Barnet 036A,15.5830 ,6,0.1060 ,5,0.0560 ,7,9.2970 ,7,-1.3850 ,10,-0.0330 ,6,33.7260 ,2,33.5450 ,3
E01000151,Barnet 026B,38.8970 ,2,0.3320 ,1,0.1910 ,2,18.8150 ,5,-0.2030 ,6,0.0850 ,5,40.9450 ,1,19.7350 ,5
E01000152,Barnet 026C,32.4180 ,3,0.2650 ,2,0.1440 ,3,25.2290 ,4,-0.5520 ,8,0.0490 ,5,44.2690 ,1,16.0010 ,6
E01000153,Barnet 026D,41.6490 ,2,0.2760 ,1,0.1730 ,2,36.0660 ,2,-0.0470 ,6,0.8720 ,2,49.3890 ,1,18.1060 ,6
E01000154,Barnet 026E,32.6670 ,3,0.2010 ,3,0.1410 ,3,22.2120 ,4,0.0070 ,5,0.8270 ,2,43.4000 ,1,22.7440 ,5
E01000155,Barnet 030D,20.7970 ,5,0.1350 ,4,0.0620 ,7,12.1750 ,7,-1.3030 ,10,-0.1280 ,6,39.0380 ,1,47.3500 ,1
E01000156,Barnet 022A,8.3190 ,9,0.0750 ,7,0.0400 ,9,1.6680 ,10,-0.9910 ,9,-0.1580 ,6,22.2280 ,5,19.9970 ,5
E01000157,Barnet 022B,12.6550 ,7,0.0890 ,6,0.0540 ,8,10.3860 ,7,-1.0840 ,9,-0.2810 ,7,24.9300 ,4,32.0140 ,3
E01000158,Barnet 015A,19.7210 ,5,0.1300 ,4,0.0870 ,5,10.7830 ,7,-0.5980 ,8,0.5610 ,3,28.1600 ,3,31.1420 ,3
E01000159,Barnet 015B,16.2570 ,6,0.1120 ,5,0.0770 ,6,4.8830 ,9,-1.2870 ,10,0.5610 ,3,32.9390 ,2,17.3930 ,6
E01000160,Barnet 015C,12.1210 ,7,0.0700 ,7,0.0470 ,8,7.5310 ,8,-1.0280 ,9,0.4630 ,3,26.9350 ,3,26.0930 ,4
