,LSOA11CD,LSOA11NM,MSOA11CD,MSOA11NM,LAD11CD,LAD11NM,area,NO2,NOx,PM25,PM10
29,E01000032,Barking and Dagenham 002B,E02000003,Barking and Dagenham 002,E09000002,Barking and Dagenham,0.379266253669,23.818984015547446,34.888214353275096,10.142277873847751,15.03246075003142
30,E01000033,Barking and Dagenham 006A,E02000007,Barking and Dagenham 006,E09000002,Barking and Dagenham,0.142768092179,23.104586590719485,33.045999843112675,10.167009727730935,16.07681875597706
31,E01000034,Barking and Dagenham 003A,E02000004,Barking and Dagenham 003,E09000002,Barking and Dagenham,0.514944366684,22.463508960433177,31.513107959812572,9.978326483054628,15.559201148583396
32,E01000035,Barking and Dagenham 010A,E02000011,Barking and Dagenham 010,E09000002,Barking and Dagenham,0.394378249729,23.812339605287065,35.03166233058887,10.416664311570031,17.520210672075756
33,E01000036,Barking and Dagenham 010B,E02000011,Barking and Dagenham 010,E09000002,Barking and Dagenham,0.429815691914,22.6794747505615,31.878765675558974,10.23861038773807,17.21635486118829
34,E01000037,Barking and Dagenham 003B,E02000004,Barking and Dagenham 003,E09000002,Barking and Dagenham,0.237515399841,22.758952955236257,32.79409163755148,9.986459605762631,15.193583697333603
35,E01000038,Barking and Dagenham 003C,E02000004,Barking and Dagenham 003,E09000002,Barking and Dagenham,0.212309085992,23.118036818188845,33.584677099505534,10.01081348592257,15.154084759083046
36,E01000039,Barking and Dagenham 003D,E02000004,Barking and Dagenham 003,E09000002,Barking and Dagenham,1.52544659358,21.757783852263653,29.6306622089612,9.916203502591017,15.793357744351944
37,E01000040,Barking and Dagenham 019A,E02000020,Barking and Dagenham 019,E09000002,Barking and Dagenham,0.169294176487,26.355365129358628,39.87621519200942,10.540646537331973,16.145314360225903
38,E01000041,Barking and Dagenham 017A,E02000018,Barking and Dagenham 017,E09000002,Barking and Dagenham,0.15165925324,26.153705637184487,40.10386608395539,10.495839380651791,15.96202205416395
39,E01000042,Barking and Dagenham 017B,E02000018,Barking and Dagenham 017,E09000002,Barking and Dagenham,0.232000358686,26.29479649817655,39.98287509139434,10.497391845940719,15.982633344854863
40,E01000043,Barking and Dagenham 019B,E02000020,Barking and Dagenham 019,E09000002,Barking and Dagenham,0.26531213196,28.314499531396375,46.24367531248527,10.79679020497594,17.12174806551696
41,E01000044,Barking and Dagenham 016D,E02000017,Barking and Dagenham 016,E09000002,Barking and Dagenham,0.174485810259,27.91925687107148,44.69167741947306,10.726598446694037,16.70166448192288
42,E01000045,Barking and Dagenham 017C,E02000018,Barking and Dagenham 017,E09000002,Barking and Dagenham,0.299586820847,30.470941665812393,54.29821142749252,11.162803373604177,18.33717048502414
43,E01000046,Barking and Dagenham 017D,E02000018,Barking and Dagenham 017,E09000002,Barking and Dagenham,0.157068612745,24.938149318060912,36.554811736202,10.31927452184965,15.54662849104313
44,E01000048,Barking and Dagenham 021B,E02000022,Barking and Dagenham 021,E09000002,Barking and Dagenham,0.0640384928267,27.363241172131197,42.37663954275626,10.677916097052304,17.032683972959166
45,E01000049,Barking and Dagenham 021C,E02000022,Barking and Dagenham 021,E09000002,Barking and Dagenham,0.213580639573,31.09651190199942,54.92362503915463,11.250845999087927,18.902035882338037
46,E01000050,Barking and Dagenham 019C,E02000020,Barking and Dagenham 019,E09000002,Barking and Dagenham,0.138162819882,28.150691197786717,44.86348887537256,10.826562349506885,17.25890054316879
47,E01000051,Barking and Dagenham 021D,E02000022,Barking and Dagenham 021,E09000002,Barking and Dagenham,0.0657960755471,28.987450820643726,47.21184649118563,10.950656111647444,17.7653794404937
48,E01000052,Barking and Dagenham 019D,E02000020,Barking and Dagenham 019,E09000002,Barking and Dagenham,0.200565955638,30.881295736092497,54.26801241536539,11.236649952086795,18.672142484748505
49,E01000053,Barking and Dagenham 020A,E02000021,Barking and Dagenham 020,E09000002,Barking and Dagenham,0.178084687494,25.969193949200264,41.71202527494367,10.387117704463696,16.15039771702348
50,E01000054,Barking and Dagenham 018A,E02000019,Barking and Dagenham 018,E09000002,Barking and Dagenham,0.171032399143,24.298415141979667,35.12933659387575,10.226701816107447,15.255429582086904
51,E01000055,Barking and Dagenham 018B,E02000019,Barking and Dagenham 018,E09000002,Barking and Dagenham,0.147235001459,25.245517265259114,37.63035442848104,10.344880658056123,15.607108103501702
52,E01000056,Barking and Dagenham 018C,E02000019,Barking and Dagenham 018,E09000002,Barking and Dagenham,0.248951148699,25.0666202390097,37.736084133241235,10.285916629264026,15.713987666804616
53,E01000057,Barking and Dagenham 012A,E02000013,Barking and Dagenham 012,E09000002,Barking and Dagenham,0.146457005039,25.2755689673085,37.56578531942732,10.378020171910688,15.596031022202121
54,E01000058,Barking and Dagenham 018D,E02000019,Barking and Dagenham 018,E09000002,Barking and Dagenham,0.182167352736,24.49163568358974,35.63650591994271,10.290051892236756,15.33959696538078
55,E01000059,Barking and Dagenham 013C,E02000014,Barking and Dagenham 013,E09000002,Barking and Dagenham,0.209342565905,23.891638932674837,34.296613215488414,10.166176764960499,15.149899057858761
56,E01000060,Barking and Dagenham 006B,E02000007,Barking and Dagenham 006,E09000002,Barking and Dagenham,0.550401356632,23.41884478703087,34.00302516328794,10.124552059937635,15.512555928101786
57,E01000061,Barking and Dagenham 006C,E02000007,Barking and Dagenham 006,E09000002,Barking and Dagenham,0.605528214589,23.637843986299863,34.70505868161889,10.11371997289733,15.424717105472936
58,E01000062,Barking and Dagenham 006D,E02000007,Barking and Dagenham 006,E09000002,Barking and Dagenham,0.225914908906,23.37530473407946,33.498882243507786,10.18256048905222,15.377244462464985
59,E01000063,Barking and Dagenham 004A,E02000005,Barking and Dagenham 004,E09000002,Barking and Dagenham,0.182521549692,24.37328215918343,36.45396483440107,10.324645117544764,15.731854332354189
60,E01000064,Barking and Dagenham 006E,E02000007,Barking and Dagenham 006,E09000002,Barking and Dagenham,0.209303182209,23.543615596961246,34.15922925298698,10.235237278700788,15.876354745521398
61,E01000065,Barking and Dagenham 007A,E02000008,Barking and Dagenham 007,E09000002,Barking and Dagenham,0.231233971864,24.439219964783767,36.402110073484224,10.344654357844385,15.64671425819397
62,E01000066,Barking and Dagenham 011A,E02000012,Barking and Dagenham 011,E09000002,Barking and Dagenham,0.24584119957,25.06117381247116,36.59896881449184,10.378677311067056,15.675372974000702
63,E01000067,Barking and Dagenham 011B,E02000012,Barking and Dagenham 011,E09000002,Barking and Dagenham,0.192149652524,26.46518039505921,40.7435767132303,10.629111983020854,16.512322390301627
64,E01000068,Barking and Dagenham 016E,E02000017,Barking and Dagenham 016,E09000002,Barking and Dagenham,0.341692398445,26.080443869150773,38.56131015393438,10.549071410221574,16.14157873015214
