LSOA Code,population,old,median_age,male,male_pop,old_pop
E01003980,1974.00 ,266.00 ,31.30 ,978.00 ,0.50 ,0.13 
E01003981,2333.00 ,218.00 ,27.50 ,1092.00 ,0.47 ,0.09 
E01003983,1888.00 ,292.00 ,33.90 ,872.00 ,0.46 ,0.15 
E01003984,2090.00 ,330.00 ,35.20 ,1055.00 ,0.50 ,0.16 
E01003986,1697.00 ,285.00 ,34.10 ,806.00 ,0.47 ,0.17 
E01003987,1876.00 ,326.00 ,35.20 ,950.00 ,0.51 ,0.17 
E01003988,2394.00 ,401.00 ,33.60 ,1269.00 ,0.53 ,0.17 
E01003989,2073.00 ,181.00 ,31.00 ,990.00 ,0.48 ,0.09 
E01003990,2122.00 ,244.00 ,33.00 ,1011.00 ,0.48 ,0.11 
E01003991,1292.00 ,343.00 ,41.30 ,631.00 ,0.49 ,0.27 
E01003992,1691.00 ,230.00 ,31.70 ,741.00 ,0.44 ,0.14 
E01003993,1934.00 ,249.00 ,33.20 ,910.00 ,0.47 ,0.13 
E01003994,1487.00 ,227.00 ,34.30 ,760.00 ,0.51 ,0.15 
E01003995,1452.00 ,233.00 ,37.90 ,751.00 ,0.52 ,0.16 
E01003997,1253.00 ,166.00 ,33.00 ,603.00 ,0.48 ,0.13 
E01003998,1446.00 ,212.00 ,36.10 ,775.00 ,0.54 ,0.15 
E01003999,1507.00 ,159.00 ,33.20 ,779.00 ,0.52 ,0.11 
E01004000,2212.00 ,295.00 ,35.10 ,1083.00 ,0.49 ,0.13 
E01004001,1843.00 ,333.00 ,36.00 ,883.00 ,0.48 ,0.18 
E01004002,1875.00 ,291.00 ,37.60 ,952.00 ,0.51 ,0.16 
E01004003,2021.00 ,274.00 ,34.30 ,1016.00 ,0.50 ,0.14 
E01004004,2777.00 ,288.00 ,33.40 ,1501.00 ,0.54 ,0.10 
E01004005,2479.00 ,346.00 ,34.10 ,1289.00 ,0.52 ,0.14 
E01004006,2214.00 ,252.00 ,34.30 ,1193.00 ,0.54 ,0.11 
E01004007,1320.00 ,233.00 ,34.90 ,622.00 ,0.47 ,0.18 
E01004008,2051.00 ,284.00 ,35.00 ,1014.00 ,0.49 ,0.14 
E01004010,1665.00 ,205.00 ,33.70 ,835.00 ,0.50 ,0.12 
E01004011,2292.00 ,300.00 ,32.00 ,1098.00 ,0.48 ,0.13 
E01004012,2411.00 ,205.00 ,33.30 ,1221.00 ,0.51 ,0.09 
E01004013,1399.00 ,211.00 ,34.80 ,690.00 ,0.49 ,0.15 
E01004014,1791.00 ,228.00 ,33.60 ,912.00 ,0.51 ,0.13 
E01004015,1676.00 ,246.00 ,35.40 ,786.00 ,0.47 ,0.15 
E01004016,2599.00 ,320.00 ,34.80 ,1269.00 ,0.49 ,0.12 
E01004017,1632.00 ,242.00 ,38.20 ,733.00 ,0.45 ,0.15 
E01004018,1994.00 ,294.00 ,37.20 ,931.00 ,0.47 ,0.15 
E01004019,2430.00 ,278.00 ,34.80 ,1195.00 ,0.49 ,0.11 
E01004020,1697.00 ,210.00 ,34.80 ,808.00 ,0.48 ,0.12 
E01004021,2263.00 ,245.00 ,34.50 ,1130.00 ,0.50 ,0.11 
E01004022,3854.00 ,388.00 ,33.40 ,2028.00 ,0.53 ,0.10 
E01004023,1955.00 ,283.00 ,34.30 ,983.00 ,0.50 ,0.14 
E01004024,2203.00 ,315.00 ,33.00 ,1146.00 ,0.52 ,0.14 
E01004027,2750.00 ,216.00 ,32.40 ,1488.00 ,0.54 ,0.08 
E01004028,2815.00 ,247.00 ,32.90 ,1421.00 ,0.50 ,0.09 
E01004029,2419.00 ,163.00 ,32.70 ,1213.00 ,0.50 ,0.07 
E01004030,1527.00 ,246.00 ,37.30 ,785.00 ,0.51 ,0.16 
E01004031,2446.00 ,221.00 ,31.00 ,1195.00 ,0.49 ,0.09 
E01004032,2032.00 ,205.00 ,32.60 ,1073.00 ,0.53 ,0.10 
E01004033,2787.00 ,328.00 ,33.30 ,1379.00 ,0.49 ,0.12 
E01004034,1770.00 ,173.00 ,32.00 ,881.00 ,0.50 ,0.10 
E01004035,1511.00 ,263.00 ,34.10 ,743.00 ,0.49 ,0.17 
E01004036,2335.00 ,222.00 ,31.00 ,1104.00 ,0.47 ,0.10 
E01004037,2127.00 ,181.00 ,32.40 ,1114.00 ,0.52 ,0.09 
E01004038,2912.00 ,209.00 ,31.70 ,1407.00 ,0.48 ,0.07 
E01004039,1712.00 ,141.00 ,31.70 ,930.00 ,0.54 ,0.08 
E01004040,1946.00 ,238.00 ,34.00 ,920.00 ,0.47 ,0.12 
E01004041,1727.00 ,222.00 ,36.10 ,924.00 ,0.54 ,0.13 
E01004042,1811.00 ,307.00 ,34.30 ,916.00 ,0.51 ,0.17 
E01004043,1504.00 ,262.00 ,37.80 ,737.00 ,0.49 ,0.17 
E01004044,1469.00 ,214.00 ,34.20 ,741.00 ,0.50 ,0.15 
E01004045,1547.00 ,176.00 ,31.90 ,687.00 ,0.44 ,0.11 
E01004046,1710.00 ,236.00 ,36.90 ,802.00 ,0.47 ,0.14 
E01004047,1554.00 ,223.00 ,34.70 ,764.00 ,0.49 ,0.14 
E01004048,1670.00 ,182.00 ,34.30 ,727.00 ,0.44 ,0.11 
E01004049,2325.00 ,157.00 ,25.20 ,1063.00 ,0.46 ,0.07 
E01004050,1514.00 ,221.00 ,35.90 ,795.00 ,0.53 ,0.15 
E01004051,1602.00 ,213.00 ,35.40 ,819.00 ,0.51 ,0.13 
E01004052,1858.00 ,228.00 ,35.00 ,893.00 ,0.48 ,0.12 
E01004053,2026.00 ,214.00 ,34.70 ,1051.00 ,0.52 ,0.11 
E01004054,1679.00 ,173.00 ,34.40 ,893.00 ,0.53 ,0.10 
E01004055,1353.00 ,346.00 ,40.20 ,641.00 ,0.47 ,0.26 
E01004056,2179.00 ,304.00 ,34.20 ,1087.00 ,0.50 ,0.14 
E01004057,2155.00 ,244.00 ,33.80 ,1033.00 ,0.48 ,0.11 
E01004058,1875.00 ,203.00 ,34.10 ,988.00 ,0.53 ,0.11 
E01004059,1833.00 ,102.00 ,31.40 ,986.00 ,0.54 ,0.06 
E01004060,2314.00 ,298.00 ,31.30 ,1157.00 ,0.50 ,0.13 
E01004061,1833.00 ,239.00 ,34.80 ,901.00 ,0.49 ,0.13 
E01004062,2378.00 ,255.00 ,33.90 ,1203.00 ,0.51 ,0.11 
E01004063,2033.00 ,312.00 ,35.10 ,1060.00 ,0.52 ,0.15 
E01004064,2118.00 ,284.00 ,34.10 ,1092.00 ,0.52 ,0.13 
E01004065,1557.00 ,182.00 ,34.70 ,755.00 ,0.48 ,0.12 
E01004066,2162.00 ,294.00 ,34.00 ,1062.00 ,0.49 ,0.14 
E01004067,2266.00 ,267.00 ,34.90 ,1165.00 ,0.51 ,0.12 
E01004068,2152.00 ,483.00 ,37.30 ,975.00 ,0.45 ,0.22 
E01004069,1527.00 ,332.00 ,41.30 ,802.00 ,0.53 ,0.22 
E01004070,2068.00 ,331.00 ,37.30 ,1038.00 ,0.50 ,0.16 
E01004071,1498.00 ,239.00 ,36.90 ,711.00 ,0.47 ,0.16 
E01004072,1809.00 ,299.00 ,38.70 ,909.00 ,0.50 ,0.17 
E01004073,2103.00 ,299.00 ,37.80 ,1063.00 ,0.51 ,0.14 
E01004074,1932.00 ,420.00 ,39.00 ,959.00 ,0.50 ,0.22 
E01004075,1788.00 ,360.00 ,41.90 ,868.00 ,0.49 ,0.20 
E01004076,1706.00 ,318.00 ,38.50 ,871.00 ,0.51 ,0.19 
E01004077,1629.00 ,388.00 ,42.30 ,810.00 ,0.50 ,0.24 
E01004078,1750.00 ,260.00 ,37.20 ,865.00 ,0.49 ,0.15 
E01004079,1394.00 ,341.00 ,45.00 ,738.00 ,0.53 ,0.24 
E01004080,1334.00 ,376.00 ,45.60 ,649.00 ,0.49 ,0.28 
E01004081,1631.00 ,214.00 ,38.40 ,774.00 ,0.47 ,0.13 
E01004082,1426.00 ,331.00 ,43.50 ,734.00 ,0.51 ,0.23 
E01004083,1353.00 ,246.00 ,36.70 ,631.00 ,0.47 ,0.18 
E01004084,1472.00 ,463.00 ,49.80 ,733.00 ,0.50 ,0.31 
E01004085,1618.00 ,492.00 ,47.20 ,798.00 ,0.49 ,0.30 
E01004086,1958.00 ,357.00 ,36.50 ,954.00 ,0.49 ,0.18 
E01004087,1492.00 ,452.00 ,48.70 ,733.00 ,0.49 ,0.30 
E01004088,1923.00 ,251.00 ,32.50 ,878.00 ,0.46 ,0.13 
E01004089,1445.00 ,209.00 ,34.90 ,713.00 ,0.49 ,0.14 
E01004090,1363.00 ,246.00 ,36.40 ,671.00 ,0.49 ,0.18 
E01004091,1277.00 ,427.00 ,50.90 ,629.00 ,0.49 ,0.33 
E01004092,1496.00 ,429.00 ,45.70 ,741.00 ,0.50 ,0.29 
E01004093,1652.00 ,398.00 ,40.80 ,800.00 ,0.48 ,0.24 
E01004094,1807.00 ,351.00 ,39.50 ,879.00 ,0.49 ,0.19 
E01004095,1524.00 ,405.00 ,43.80 ,776.00 ,0.51 ,0.27 
E01004096,1526.00 ,219.00 ,36.50 ,785.00 ,0.51 ,0.14 
E01004097,1763.00 ,373.00 ,40.20 ,867.00 ,0.49 ,0.21 
E01004098,1283.00 ,273.00 ,42.80 ,640.00 ,0.50 ,0.21 
E01004099,1566.00 ,300.00 ,37.60 ,759.00 ,0.48 ,0.19 
E01004100,1494.00 ,331.00 ,40.20 ,760.00 ,0.51 ,0.22 
E01004101,1444.00 ,355.00 ,42.30 ,684.00 ,0.47 ,0.25 
E01004102,1532.00 ,324.00 ,42.40 ,735.00 ,0.48 ,0.21 
E01004103,1765.00 ,277.00 ,37.70 ,812.00 ,0.46 ,0.16 
E01004104,1581.00 ,419.00 ,44.50 ,787.00 ,0.50 ,0.27 
E01004105,1975.00 ,449.00 ,41.70 ,981.00 ,0.50 ,0.23 
E01004106,1645.00 ,497.00 ,48.10 ,770.00 ,0.47 ,0.30 
E01004107,1623.00 ,309.00 ,37.90 ,776.00 ,0.48 ,0.19 
E01004108,2081.00 ,429.00 ,40.80 ,1043.00 ,0.50 ,0.21 
E01004109,1681.00 ,356.00 ,40.90 ,815.00 ,0.48 ,0.21 
E01004110,2035.00 ,456.00 ,41.10 ,988.00 ,0.49 ,0.22 
E01004111,1613.00 ,404.00 ,44.00 ,747.00 ,0.46 ,0.25 
E01004112,1667.00 ,511.00 ,46.50 ,816.00 ,0.49 ,0.31 
E01004114,1758.00 ,642.00 ,51.40 ,884.00 ,0.50 ,0.37 
E01004115,1805.00 ,362.00 ,41.20 ,907.00 ,0.50 ,0.20 
E01004116,1651.00 ,582.00 ,49.90 ,781.00 ,0.47 ,0.35 
E01004117,1377.00 ,299.00 ,42.40 ,687.00 ,0.50 ,0.22 
E01004118,1899.00 ,385.00 ,38.60 ,936.00 ,0.49 ,0.20 
E01004119,1408.00 ,316.00 ,41.30 ,694.00 ,0.49 ,0.22 
E01004120,1544.00 ,437.00 ,46.90 ,742.00 ,0.48 ,0.28 
E01004121,1649.00 ,350.00 ,40.00 ,850.00 ,0.52 ,0.21 
E01004122,1367.00 ,426.00 ,47.10 ,656.00 ,0.48 ,0.31 
E01004123,2307.00 ,283.00 ,35.20 ,1156.00 ,0.50 ,0.12 
E01004124,1998.00 ,334.00 ,36.90 ,966.00 ,0.48 ,0.17 
E01004125,1636.00 ,269.00 ,36.00 ,779.00 ,0.48 ,0.16 
E01004126,1459.00 ,211.00 ,36.80 ,656.00 ,0.45 ,0.14 
E01004127,1841.00 ,231.00 ,36.00 ,862.00 ,0.47 ,0.13 
E01004128,1512.00 ,230.00 ,38.70 ,723.00 ,0.48 ,0.15 
E01004129,1974.00 ,356.00 ,37.90 ,923.00 ,0.47 ,0.18 
E01004130,1607.00 ,406.00 ,42.20 ,809.00 ,0.50 ,0.25 
E01004131,1834.00 ,315.00 ,38.00 ,861.00 ,0.47 ,0.17 
E01004132,1510.00 ,280.00 ,40.30 ,747.00 ,0.49 ,0.19 
E01004133,1446.00 ,266.00 ,40.70 ,719.00 ,0.50 ,0.18 
E01004134,1538.00 ,317.00 ,40.40 ,781.00 ,0.51 ,0.21 
E01004135,1463.00 ,361.00 ,43.50 ,712.00 ,0.49 ,0.25 
E01004136,1520.00 ,370.00 ,43.50 ,769.00 ,0.51 ,0.24 
E01004137,1877.00 ,238.00 ,35.90 ,937.00 ,0.50 ,0.13 
E01004138,1780.00 ,239.00 ,36.80 ,845.00 ,0.47 ,0.13 
E01004139,1462.00 ,255.00 ,39.50 ,717.00 ,0.49 ,0.17 
E01004140,1699.00 ,265.00 ,37.20 ,870.00 ,0.51 ,0.16 
E01004141,1723.00 ,301.00 ,37.00 ,816.00 ,0.47 ,0.17 
E01004142,3133.00 ,353.00 ,33.40 ,1557.00 ,0.50 ,0.11 
E01004143,1478.00 ,258.00 ,39.80 ,697.00 ,0.47 ,0.17 
E01004144,1784.00 ,427.00 ,43.50 ,918.00 ,0.51 ,0.24 
E01004145,2312.00 ,430.00 ,39.20 ,1111.00 ,0.48 ,0.19 
E01004146,1920.00 ,361.00 ,38.90 ,973.00 ,0.51 ,0.19 
E01004147,1598.00 ,496.00 ,46.90 ,742.00 ,0.46 ,0.31 
E01004148,1837.00 ,319.00 ,36.60 ,871.00 ,0.47 ,0.17 
E01004149,1913.00 ,453.00 ,41.50 ,915.00 ,0.48 ,0.24 
E01004150,1816.00 ,400.00 ,38.20 ,904.00 ,0.50 ,0.22 
E01004151,1934.00 ,339.00 ,38.30 ,1024.00 ,0.53 ,0.18 
E01004152,1895.00 ,436.00 ,39.70 ,928.00 ,0.49 ,0.23 
E01004153,1939.00 ,306.00 ,37.80 ,997.00 ,0.51 ,0.16 
E01004154,1455.00 ,423.00 ,45.80 ,734.00 ,0.50 ,0.29 
E01004155,1806.00 ,306.00 ,37.40 ,880.00 ,0.49 ,0.17 
E01004156,1882.00 ,340.00 ,38.50 ,904.00 ,0.48 ,0.18 
E01004157,1229.00 ,308.00 ,45.70 ,600.00 ,0.49 ,0.25 
E01004158,1615.00 ,381.00 ,41.10 ,796.00 ,0.49 ,0.24 
E01004159,1606.00 ,344.00 ,39.50 ,852.00 ,0.53 ,0.21 
E01004160,1627.00 ,256.00 ,38.30 ,805.00 ,0.49 ,0.16 
E01004161,1554.00 ,277.00 ,38.70 ,744.00 ,0.48 ,0.18 
E01004162,1583.00 ,273.00 ,37.40 ,749.00 ,0.47 ,0.17 
E01004163,1692.00 ,316.00 ,39.20 ,831.00 ,0.49 ,0.19 
E01004164,1412.00 ,308.00 ,41.70 ,707.00 ,0.50 ,0.22 
E01004165,1845.00 ,285.00 ,36.40 ,901.00 ,0.49 ,0.15 
E01004166,1580.00 ,314.00 ,40.40 ,748.00 ,0.47 ,0.20 
E01004167,1453.00 ,261.00 ,35.40 ,678.00 ,0.47 ,0.18 
E01004168,1595.00 ,365.00 ,42.30 ,767.00 ,0.48 ,0.23 
E01004169,1610.00 ,138.00 ,32.70 ,757.00 ,0.47 ,0.09 
E01004170,2247.00 ,378.00 ,36.50 ,1109.00 ,0.49 ,0.17 
E01004171,1572.00 ,386.00 ,42.80 ,779.00 ,0.50 ,0.25 
E01004172,1752.00 ,290.00 ,38.60 ,888.00 ,0.51 ,0.17 
E01004173,1356.00 ,372.00 ,44.40 ,658.00 ,0.49 ,0.27 
E01004174,1542.00 ,280.00 ,39.00 ,773.00 ,0.50 ,0.18 
E01004175,1779.00 ,342.00 ,39.90 ,835.00 ,0.47 ,0.19 
E01004176,1597.00 ,265.00 ,37.50 ,790.00 ,0.49 ,0.17 
E01004177,2077.00 ,588.00 ,40.90 ,917.00 ,0.44 ,0.28 
E01004178,2380.00 ,395.00 ,37.40 ,1195.00 ,0.50 ,0.17 
E01004179,1632.00 ,378.00 ,42.70 ,827.00 ,0.51 ,0.23 
E01004180,1690.00 ,530.00 ,47.90 ,830.00 ,0.49 ,0.31 
E01004181,1728.00 ,395.00 ,39.70 ,823.00 ,0.48 ,0.23 
E01004182,1712.00 ,276.00 ,35.40 ,791.00 ,0.46 ,0.16 
E01004183,1767.00 ,230.00 ,34.80 ,858.00 ,0.49 ,0.13 
E01004184,1696.00 ,203.00 ,34.10 ,779.00 ,0.46 ,0.12 
E01004185,1578.00 ,195.00 ,34.80 ,744.00 ,0.47 ,0.12 
E01004186,1788.00 ,207.00 ,36.40 ,902.00 ,0.50 ,0.12 
E01004187,1639.00 ,290.00 ,38.60 ,857.00 ,0.52 ,0.18 
E01004188,2258.00 ,264.00 ,34.10 ,1077.00 ,0.48 ,0.12 
E01004189,2015.00 ,313.00 ,35.70 ,929.00 ,0.46 ,0.16 
E01004190,1398.00 ,395.00 ,46.30 ,699.00 ,0.50 ,0.28 
E01004191,1904.00 ,375.00 ,38.60 ,961.00 ,0.50 ,0.20 
E01004192,2073.00 ,277.00 ,36.90 ,986.00 ,0.48 ,0.13 
E01004193,3109.00 ,334.00 ,36.00 ,1485.00 ,0.48 ,0.11 
E01004194,1620.00 ,320.00 ,39.10 ,781.00 ,0.48 ,0.20 
E01004195,1786.00 ,315.00 ,38.30 ,915.00 ,0.51 ,0.18 
E01004196,1584.00 ,435.00 ,42.00 ,742.00 ,0.47 ,0.27 
E01004197,3235.00 ,255.00 ,30.90 ,1606.00 ,0.50 ,0.08 
E01004198,1601.00 ,244.00 ,32.60 ,797.00 ,0.50 ,0.15 
E01004199,1775.00 ,214.00 ,30.50 ,822.00 ,0.46 ,0.12 
E01004200,1667.00 ,115.00 ,30.30 ,871.00 ,0.52 ,0.07 
E01004201,1773.00 ,227.00 ,32.70 ,863.00 ,0.49 ,0.13 
E01004202,2003.00 ,114.00 ,32.20 ,995.00 ,0.50 ,0.06 
E01004203,1882.00 ,141.00 ,30.20 ,924.00 ,0.49 ,0.07 
E01004204,1916.00 ,310.00 ,34.80 ,928.00 ,0.48 ,0.16 
E01004205,2297.00 ,166.00 ,30.30 ,1205.00 ,0.52 ,0.07 
E01004206,1503.00 ,186.00 ,32.00 ,773.00 ,0.51 ,0.12 
E01004207,1489.00 ,201.00 ,32.90 ,765.00 ,0.51 ,0.13 
E01004208,2598.00 ,147.00 ,29.50 ,1407.00 ,0.54 ,0.06 
E01004209,1475.00 ,132.00 ,29.90 ,736.00 ,0.50 ,0.09 
E01004211,1695.00 ,148.00 ,32.00 ,906.00 ,0.53 ,0.09 
E01004212,2619.00 ,166.00 ,28.20 ,1338.00 ,0.51 ,0.06 
E01004214,1768.00 ,207.00 ,31.90 ,866.00 ,0.49 ,0.12 
E01004215,4500.00 ,275.00 ,31.20 ,2354.00 ,0.52 ,0.06 
E01004216,2067.00 ,209.00 ,33.60 ,1116.00 ,0.54 ,0.10 
E01004217,2258.00 ,309.00 ,34.20 ,1081.00 ,0.48 ,0.14 
E01004218,2039.00 ,246.00 ,34.00 ,1030.00 ,0.51 ,0.12 
E01004219,2378.00 ,125.00 ,29.70 ,1232.00 ,0.52 ,0.05 
E01004221,2289.00 ,189.00 ,32.40 ,1240.00 ,0.54 ,0.08 
E01004222,2970.00 ,464.00 ,34.20 ,1485.00 ,0.50 ,0.16 
E01004223,2527.00 ,397.00 ,35.00 ,1237.00 ,0.49 ,0.16 
E01004224,2723.00 ,260.00 ,32.80 ,1354.00 ,0.50 ,0.10 
E01004225,2915.00 ,148.00 ,31.80 ,1553.00 ,0.53 ,0.05 
E01004226,2574.00 ,216.00 ,31.10 ,1253.00 ,0.49 ,0.08 
E01004228,2206.00 ,347.00 ,35.10 ,1082.00 ,0.49 ,0.16 
E01004229,1643.00 ,205.00 ,32.10 ,798.00 ,0.49 ,0.12 
E01004230,2282.00 ,293.00 ,33.10 ,1150.00 ,0.50 ,0.13 
E01004231,1937.00 ,211.00 ,31.20 ,944.00 ,0.49 ,0.11 
E01004232,1900.00 ,212.00 ,31.90 ,949.00 ,0.50 ,0.11 
E01004233,2254.00 ,328.00 ,34.30 ,1167.00 ,0.52 ,0.15 
E01004234,2286.00 ,279.00 ,34.10 ,1190.00 ,0.52 ,0.12 
E01004235,1347.00 ,152.00 ,32.40 ,709.00 ,0.53 ,0.11 
E01004236,1681.00 ,183.00 ,31.60 ,867.00 ,0.52 ,0.11 
E01004237,1622.00 ,186.00 ,30.60 ,812.00 ,0.50 ,0.11 
E01004238,5238.00 ,279.00 ,30.30 ,2699.00 ,0.52 ,0.05 
E01004239,1737.00 ,235.00 ,32.80 ,889.00 ,0.51 ,0.14 
E01004240,1886.00 ,203.00 ,31.10 ,925.00 ,0.49 ,0.11 
E01004241,1812.00 ,200.00 ,31.10 ,877.00 ,0.48 ,0.11 
E01004242,5899.00 ,291.00 ,28.80 ,3010.00 ,0.51 ,0.05 
E01004243,1190.00 ,132.00 ,31.40 ,599.00 ,0.50 ,0.11 
E01004244,2206.00 ,342.00 ,33.10 ,1187.00 ,0.54 ,0.16 
E01004245,2120.00 ,161.00 ,28.30 ,1041.00 ,0.49 ,0.08 
E01004246,3036.00 ,256.00 ,31.40 ,1597.00 ,0.53 ,0.08 
E01004247,2764.00 ,277.00 ,31.20 ,1438.00 ,0.52 ,0.10 
E01004248,1948.00 ,192.00 ,29.30 ,931.00 ,0.48 ,0.10 
E01004249,2411.00 ,269.00 ,32.60 ,1244.00 ,0.52 ,0.11 
E01004250,2811.00 ,280.00 ,30.70 ,1350.00 ,0.48 ,0.10 
E01004251,2653.00 ,261.00 ,30.40 ,1358.00 ,0.51 ,0.10 
E01004252,3496.00 ,250.00 ,31.40 ,1785.00 ,0.51 ,0.07 
E01004253,3595.00 ,290.00 ,30.00 ,1808.00 ,0.50 ,0.08 
E01004254,3342.00 ,185.00 ,32.10 ,1832.00 ,0.55 ,0.06 
E01004255,1807.00 ,188.00 ,33.10 ,967.00 ,0.54 ,0.10 
E01004256,1916.00 ,247.00 ,32.30 ,1012.00 ,0.53 ,0.13 
E01004257,2414.00 ,212.00 ,28.80 ,1185.00 ,0.49 ,0.09 
E01004258,1673.00 ,298.00 ,38.50 ,867.00 ,0.52 ,0.18 
E01004259,1828.00 ,138.00 ,32.10 ,944.00 ,0.52 ,0.08 
E01004260,1962.00 ,179.00 ,30.10 ,1019.00 ,0.52 ,0.09 
E01004261,3087.00 ,184.00 ,22.00 ,1439.00 ,0.47 ,0.06 
E01004262,2040.00 ,199.00 ,23.60 ,970.00 ,0.48 ,0.10 
E01004263,1538.00 ,240.00 ,32.50 ,774.00 ,0.50 ,0.16 
E01004264,1549.00 ,156.00 ,29.50 ,800.00 ,0.52 ,0.10 
E01004266,1612.00 ,251.00 ,34.00 ,764.00 ,0.47 ,0.16 
E01004267,2340.00 ,201.00 ,30.60 ,1199.00 ,0.51 ,0.09 
E01004268,1906.00 ,181.00 ,32.20 ,999.00 ,0.52 ,0.09 
E01004269,2823.00 ,276.00 ,30.40 ,1470.00 ,0.52 ,0.10 
E01004270,2973.00 ,174.00 ,29.30 ,1640.00 ,0.55 ,0.06 
E01004271,2229.00 ,169.00 ,29.30 ,1088.00 ,0.49 ,0.08 
E01004272,2588.00 ,230.00 ,30.30 ,1281.00 ,0.49 ,0.09 
E01004273,2711.00 ,244.00 ,30.60 ,1356.00 ,0.50 ,0.09 
E01004274,2173.00 ,229.00 ,31.60 ,1139.00 ,0.52 ,0.11 
E01004275,2243.00 ,222.00 ,33.10 ,1186.00 ,0.53 ,0.10 
E01004276,2525.00 ,166.00 ,34.30 ,1393.00 ,0.55 ,0.07 
E01004277,1952.00 ,154.00 ,34.50 ,1130.00 ,0.58 ,0.08 
E01004280,2138.00 ,195.00 ,32.80 ,1071.00 ,0.50 ,0.09 
E01004281,2076.00 ,119.00 ,31.80 ,1057.00 ,0.51 ,0.06 
E01004283,2676.00 ,371.00 ,29.40 ,1300.00 ,0.49 ,0.14 
E01004284,3856.00 ,277.00 ,32.10 ,1959.00 ,0.51 ,0.07 
E01004285,2434.00 ,229.00 ,30.30 ,1267.00 ,0.52 ,0.09 
E01004286,2620.00 ,315.00 ,33.00 ,1314.00 ,0.50 ,0.12 
E01004287,2426.00 ,373.00 ,33.00 ,1257.00 ,0.52 ,0.15 
E01004288,1792.00 ,227.00 ,32.40 ,923.00 ,0.52 ,0.13 
E01004289,2165.00 ,291.00 ,30.50 ,1125.00 ,0.52 ,0.13 
E01004290,2075.00 ,261.00 ,31.20 ,1070.00 ,0.52 ,0.13 
E01004291,2347.00 ,302.00 ,37.10 ,1346.00 ,0.57 ,0.13 
E01004292,1993.00 ,235.00 ,34.00 ,1133.00 ,0.57 ,0.12 
E01004293,2403.00 ,414.00 ,38.00 ,1298.00 ,0.54 ,0.17 
E01004294,2222.00 ,219.00 ,32.90 ,1243.00 ,0.56 ,0.10 
E01004295,1925.00 ,171.00 ,30.50 ,1017.00 ,0.53 ,0.09 
E01004296,2540.00 ,281.00 ,33.90 ,1404.00 ,0.55 ,0.11 
E01004297,2079.00 ,296.00 ,36.60 ,1141.00 ,0.55 ,0.14 
E01004298,1730.00 ,222.00 ,32.90 ,833.00 ,0.48 ,0.13 
E01004300,1604.00 ,237.00 ,33.20 ,857.00 ,0.53 ,0.15 
E01004301,1357.00 ,145.00 ,32.20 ,683.00 ,0.50 ,0.11 
E01004302,2318.00 ,177.00 ,31.30 ,1203.00 ,0.52 ,0.08 
E01004303,3239.00 ,272.00 ,31.30 ,1758.00 ,0.54 ,0.08 
E01004304,2168.00 ,281.00 ,31.70 ,1134.00 ,0.52 ,0.13 
E01004305,2209.00 ,292.00 ,32.00 ,1163.00 ,0.53 ,0.13 
E01004306,1636.00 ,215.00 ,32.10 ,797.00 ,0.49 ,0.13 
E01004307,3418.00 ,165.00 ,29.00 ,1853.00 ,0.54 ,0.05 
E01004308,1536.00 ,217.00 ,32.60 ,790.00 ,0.51 ,0.14 
E01004309,3450.00 ,281.00 ,29.70 ,1817.00 ,0.53 ,0.08 
E01004310,1954.00 ,245.00 ,33.90 ,1111.00 ,0.57 ,0.13 
E01004311,1879.00 ,204.00 ,32.30 ,937.00 ,0.50 ,0.11 
E01004312,1577.00 ,231.00 ,33.00 ,841.00 ,0.53 ,0.15 
E01004313,2372.00 ,185.00 ,30.40 ,1140.00 ,0.48 ,0.08 
E01004314,1179.00 ,208.00 ,37.50 ,615.00 ,0.52 ,0.18 
E01004315,1871.00 ,258.00 ,32.90 ,1003.00 ,0.54 ,0.14 
E01004316,1184.00 ,132.00 ,31.80 ,607.00 ,0.51 ,0.11 
E01004317,3964.00 ,187.00 ,31.10 ,2234.00 ,0.56 ,0.05 
E01004318,1737.00 ,200.00 ,33.70 ,941.00 ,0.54 ,0.12 
E01004319,2176.00 ,247.00 ,31.90 ,1153.00 ,0.53 ,0.11 
E01004321,2097.00 ,246.00 ,33.30 ,1066.00 ,0.51 ,0.12 
E01004322,1526.00 ,145.00 ,30.00 ,793.00 ,0.52 ,0.10 
E01004323,1589.00 ,144.00 ,30.50 ,826.00 ,0.52 ,0.09 
E01004324,1609.00 ,152.00 ,31.50 ,887.00 ,0.55 ,0.09 
E01004325,3802.00 ,189.00 ,28.40 ,2112.00 ,0.56 ,0.05 
E01004326,1999.00 ,194.00 ,31.10 ,1076.00 ,0.54 ,0.10 
E01004327,1213.00 ,206.00 ,36.20 ,610.00 ,0.50 ,0.17 
E01004328,2018.00 ,223.00 ,33.00 ,1078.00 ,0.53 ,0.11 
E01004329,1969.00 ,215.00 ,32.00 ,1126.00 ,0.57 ,0.11 
E01004330,1818.00 ,252.00 ,35.70 ,936.00 ,0.51 ,0.14 
E01004331,1915.00 ,208.00 ,32.90 ,1055.00 ,0.55 ,0.11 
E01004332,2055.00 ,197.00 ,32.90 ,1066.00 ,0.52 ,0.10 
E01004333,1846.00 ,186.00 ,32.10 ,955.00 ,0.52 ,0.10 
