LSOA Code,population,old,median_age,male,male_pop,old_pop
W01001040,1541.00 ,461.00 ,46.70 ,773.00 ,0.50 ,0.30 
W01001041,2428.00 ,798.00 ,49.70 ,1188.00 ,0.49 ,0.33 
W01001042,1267.00 ,288.00 ,41.40 ,643.00 ,0.51 ,0.23 
W01001043,1156.00 ,266.00 ,39.70 ,566.00 ,0.49 ,0.23 
W01001044,1627.00 ,572.00 ,50.90 ,800.00 ,0.49 ,0.35 
W01001045,1736.00 ,505.00 ,47.50 ,848.00 ,0.49 ,0.29 
W01001046,1846.00 ,760.00 ,52.40 ,871.00 ,0.47 ,0.41 
W01001047,1716.00 ,643.00 ,51.90 ,843.00 ,0.49 ,0.37 
W01001048,1506.00 ,416.00 ,46.10 ,738.00 ,0.49 ,0.28 
W01001049,1341.00 ,316.00 ,39.40 ,645.00 ,0.48 ,0.24 
W01001050,1584.00 ,333.00 ,36.90 ,801.00 ,0.51 ,0.21 
W01001051,1967.00 ,374.00 ,37.20 ,987.00 ,0.50 ,0.19 
W01001052,1321.00 ,389.00 ,44.80 ,605.00 ,0.46 ,0.29 
W01001053,966.00 ,479.00 ,59.80 ,469.00 ,0.49 ,0.50 
W01001054,1242.00 ,596.00 ,58.50 ,572.00 ,0.46 ,0.48 
W01001055,1213.00 ,293.00 ,39.20 ,581.00 ,0.48 ,0.24 
W01001056,1200.00 ,434.00 ,51.70 ,585.00 ,0.49 ,0.36 
W01001057,1740.00 ,393.00 ,41.40 ,833.00 ,0.48 ,0.23 
W01001058,2013.00 ,444.00 ,43.10 ,978.00 ,0.49 ,0.22 
W01001059,1634.00 ,540.00 ,48.50 ,784.00 ,0.48 ,0.33 
W01001060,1484.00 ,579.00 ,53.30 ,686.00 ,0.46 ,0.39 
W01001061,2789.00 ,569.00 ,37.40 ,1357.00 ,0.49 ,0.20 
W01001062,1349.00 ,311.00 ,41.90 ,665.00 ,0.49 ,0.23 
W01001063,1750.00 ,318.00 ,36.90 ,861.00 ,0.49 ,0.18 
W01001064,1517.00 ,388.00 ,40.50 ,701.00 ,0.46 ,0.26 
W01001065,1634.00 ,372.00 ,37.30 ,790.00 ,0.48 ,0.23 
W01001066,1618.00 ,398.00 ,43.20 ,758.00 ,0.47 ,0.25 
W01001067,1450.00 ,402.00 ,42.10 ,675.00 ,0.47 ,0.28 
W01001068,1752.00 ,311.00 ,38.80 ,869.00 ,0.50 ,0.18 
W01001069,1481.00 ,295.00 ,37.40 ,754.00 ,0.51 ,0.20 
W01001070,1160.00 ,188.00 ,35.00 ,611.00 ,0.53 ,0.16 
W01001071,1550.00 ,411.00 ,41.50 ,743.00 ,0.48 ,0.27 
W01001072,2873.00 ,534.00 ,40.90 ,1457.00 ,0.51 ,0.19 
W01001073,2221.00 ,463.00 ,37.40 ,1102.00 ,0.50 ,0.21 
W01001075,1197.00 ,288.00 ,42.60 ,571.00 ,0.48 ,0.24 
W01001076,1476.00 ,294.00 ,37.10 ,712.00 ,0.48 ,0.20 
W01001077,1389.00 ,501.00 ,50.90 ,660.00 ,0.48 ,0.36 
W01001078,1304.00 ,364.00 ,46.20 ,613.00 ,0.47 ,0.28 
W01001079,1607.00 ,282.00 ,34.00 ,762.00 ,0.47 ,0.18 
W01001080,1618.00 ,309.00 ,37.10 ,743.00 ,0.46 ,0.19 
W01001081,1787.00 ,379.00 ,34.90 ,823.00 ,0.46 ,0.21 
W01001082,1623.00 ,738.00 ,56.50 ,766.00 ,0.47 ,0.45 
W01001083,1556.00 ,620.00 ,53.00 ,766.00 ,0.49 ,0.40 
W01001084,1651.00 ,653.00 ,51.80 ,813.00 ,0.49 ,0.40 
W01001085,1611.00 ,521.00 ,49.80 ,806.00 ,0.50 ,0.32 
W01001086,1568.00 ,588.00 ,52.50 ,768.00 ,0.49 ,0.38 
W01001087,1608.00 ,554.00 ,48.30 ,785.00 ,0.49 ,0.34 
W01001088,1934.00 ,658.00 ,47.10 ,917.00 ,0.47 ,0.34 
W01001089,1480.00 ,548.00 ,51.60 ,714.00 ,0.48 ,0.37 
W01001090,1461.00 ,485.00 ,49.60 ,708.00 ,0.48 ,0.33 
W01001091,1632.00 ,684.00 ,55.20 ,794.00 ,0.49 ,0.42 
W01001092,2137.00 ,435.00 ,36.90 ,956.00 ,0.45 ,0.20 
W01001093,1818.00 ,500.00 ,42.90 ,862.00 ,0.47 ,0.28 
W01001094,1355.00 ,240.00 ,35.60 ,579.00 ,0.43 ,0.18 
W01001095,1630.00 ,288.00 ,32.60 ,768.00 ,0.47 ,0.18 
W01001096,1362.00 ,413.00 ,43.80 ,683.00 ,0.50 ,0.30 
W01001097,1760.00 ,298.00 ,33.00 ,828.00 ,0.47 ,0.17 
W01001098,1087.00 ,443.00 ,52.40 ,537.00 ,0.49 ,0.41 
W01001099,1309.00 ,374.00 ,42.80 ,625.00 ,0.48 ,0.29 
W01001100,1586.00 ,564.00 ,52.20 ,764.00 ,0.48 ,0.36 
W01001101,1610.00 ,290.00 ,36.20 ,802.00 ,0.50 ,0.18 
W01001102,1632.00 ,314.00 ,36.10 ,765.00 ,0.47 ,0.19 
W01001103,1183.00 ,395.00 ,50.40 ,578.00 ,0.49 ,0.33 
W01001104,1906.00 ,567.00 ,47.10 ,926.00 ,0.49 ,0.30 
W01001105,2865.00 ,917.00 ,49.50 ,1397.00 ,0.49 ,0.32 
W01001106,1444.00 ,477.00 ,50.20 ,727.00 ,0.50 ,0.33 
W01001107,1586.00 ,665.00 ,55.20 ,735.00 ,0.46 ,0.42 
W01001108,1803.00 ,406.00 ,36.90 ,896.00 ,0.50 ,0.23 
W01001109,1497.00 ,533.00 ,48.80 ,725.00 ,0.48 ,0.36 
W01001110,1532.00 ,440.00 ,44.10 ,698.00 ,0.46 ,0.29 
W01001111,1497.00 ,373.00 ,39.90 ,709.00 ,0.47 ,0.25 
W01001112,1403.00 ,357.00 ,44.20 ,654.00 ,0.47 ,0.25 
W01001113,2318.00 ,743.00 ,48.90 ,1112.00 ,0.48 ,0.32 
W01001114,1560.00 ,652.00 ,54.40 ,745.00 ,0.48 ,0.42 
W01001115,2237.00 ,597.00 ,44.60 ,1080.00 ,0.48 ,0.27 
W01001116,1989.00 ,820.00 ,53.60 ,916.00 ,0.46 ,0.41 
W01001117,1354.00 ,512.00 ,50.80 ,659.00 ,0.49 ,0.38 
W01001118,2681.00 ,624.00 ,42.20 ,1316.00 ,0.49 ,0.23 
W01001119,1974.00 ,539.00 ,47.80 ,959.00 ,0.49 ,0.27 
W01001120,1351.00 ,481.00 ,51.00 ,663.00 ,0.49 ,0.36 
W01001121,1631.00 ,470.00 ,45.40 ,810.00 ,0.50 ,0.29 
W01001122,3095.00 ,311.00 ,29.60 ,1854.00 ,0.60 ,0.10 
W01001123,1602.00 ,628.00 ,52.80 ,778.00 ,0.49 ,0.39 
W01001124,1503.00 ,333.00 ,40.40 ,744.00 ,0.50 ,0.22 
W01001125,1593.00 ,409.00 ,43.60 ,762.00 ,0.48 ,0.26 
W01001126,2653.00 ,539.00 ,39.10 ,1362.00 ,0.51 ,0.20 
W01001127,1503.00 ,520.00 ,50.80 ,732.00 ,0.49 ,0.35 
W01001128,1673.00 ,562.00 ,48.70 ,833.00 ,0.50 ,0.34 
W01001129,1612.00 ,305.00 ,36.90 ,781.00 ,0.48 ,0.19 
W01001130,1301.00 ,305.00 ,42.90 ,642.00 ,0.49 ,0.23 
W01001131,1821.00 ,449.00 ,41.60 ,839.00 ,0.46 ,0.25 
W01001132,1405.00 ,387.00 ,46.30 ,665.00 ,0.47 ,0.28 
W01001133,2271.00 ,827.00 ,49.70 ,1142.00 ,0.50 ,0.36 
W01001134,1200.00 ,453.00 ,53.00 ,550.00 ,0.46 ,0.38 
W01001135,2003.00 ,548.00 ,46.40 ,985.00 ,0.49 ,0.27 
W01001136,1332.00 ,567.00 ,54.70 ,614.00 ,0.46 ,0.43 
W01001137,2262.00 ,600.00 ,41.30 ,1080.00 ,0.48 ,0.27 
W01001138,1302.00 ,317.00 ,38.10 ,634.00 ,0.49 ,0.24 
W01001139,1649.00 ,337.00 ,34.80 ,836.00 ,0.51 ,0.20 
W01001140,1402.00 ,395.00 ,44.10 ,673.00 ,0.48 ,0.28 
W01001141,1651.00 ,407.00 ,38.30 ,827.00 ,0.50 ,0.25 
W01001142,1886.00 ,437.00 ,39.00 ,884.00 ,0.47 ,0.23 
W01001143,1509.00 ,408.00 ,42.90 ,768.00 ,0.51 ,0.27 
W01001144,1683.00 ,340.00 ,35.10 ,762.00 ,0.45 ,0.20 
W01001145,1817.00 ,381.00 ,35.90 ,903.00 ,0.50 ,0.21 
W01001146,1483.00 ,387.00 ,41.30 ,752.00 ,0.51 ,0.26 
W01001147,1706.00 ,549.00 ,49.80 ,817.00 ,0.48 ,0.32 
W01001148,1811.00 ,419.00 ,40.10 ,878.00 ,0.48 ,0.23 
W01001149,1522.00 ,385.00 ,41.40 ,735.00 ,0.48 ,0.25 
W01001150,1776.00 ,465.00 ,40.40 ,896.00 ,0.50 ,0.26 
W01001151,1585.00 ,598.00 ,50.80 ,793.00 ,0.50 ,0.38 
W01001152,1908.00 ,555.00 ,44.80 ,909.00 ,0.48 ,0.29 
W01001153,1579.00 ,367.00 ,39.20 ,807.00 ,0.51 ,0.23 
W01001154,1469.00 ,351.00 ,40.00 ,708.00 ,0.48 ,0.24 
W01001155,1555.00 ,477.00 ,45.60 ,722.00 ,0.46 ,0.31 
W01001156,1425.00 ,297.00 ,46.20 ,729.00 ,0.51 ,0.21 
W01001157,1349.00 ,394.00 ,44.00 ,648.00 ,0.48 ,0.29 
W01001158,1531.00 ,331.00 ,39.10 ,757.00 ,0.49 ,0.22 
W01001159,1696.00 ,235.00 ,35.50 ,851.00 ,0.50 ,0.14 
W01001160,1620.00 ,480.00 ,45.50 ,783.00 ,0.48 ,0.30 
W01001161,3154.00 ,573.00 ,35.70 ,1522.00 ,0.48 ,0.18 
W01001162,2427.00 ,444.00 ,34.30 ,1187.00 ,0.49 ,0.18 
W01001164,1569.00 ,333.00 ,36.90 ,792.00 ,0.50 ,0.21 
W01001165,1321.00 ,273.00 ,39.30 ,644.00 ,0.49 ,0.21 
W01001166,1283.00 ,339.00 ,41.00 ,624.00 ,0.49 ,0.26 
W01001167,1455.00 ,361.00 ,37.50 ,737.00 ,0.51 ,0.25 
W01001168,1492.00 ,439.00 ,42.50 ,726.00 ,0.49 ,0.29 
W01001169,2577.00 ,413.00 ,33.90 ,1280.00 ,0.50 ,0.16 
W01001170,1150.00 ,450.00 ,53.90 ,572.00 ,0.50 ,0.39 
W01001171,1329.00 ,389.00 ,45.00 ,642.00 ,0.48 ,0.29 
W01001172,1503.00 ,397.00 ,41.30 ,712.00 ,0.47 ,0.26 
W01001173,1279.00 ,328.00 ,42.50 ,660.00 ,0.52 ,0.26 
W01001174,1483.00 ,360.00 ,35.50 ,708.00 ,0.48 ,0.24 
W01001175,1369.00 ,447.00 ,48.00 ,641.00 ,0.47 ,0.33 
W01001176,1479.00 ,368.00 ,39.30 ,703.00 ,0.48 ,0.25 
W01001177,1248.00 ,373.00 ,45.50 ,616.00 ,0.49 ,0.30 
W01001178,1687.00 ,425.00 ,39.70 ,796.00 ,0.47 ,0.25 
W01001179,1779.00 ,424.00 ,40.20 ,882.00 ,0.50 ,0.24 
W01001180,1566.00 ,296.00 ,34.50 ,755.00 ,0.48 ,0.19 
W01001181,1448.00 ,381.00 ,46.50 ,719.00 ,0.50 ,0.26 
W01001182,1395.00 ,295.00 ,38.10 ,681.00 ,0.49 ,0.21 
W01001183,988.00 ,168.00 ,36.10 ,475.00 ,0.48 ,0.17 
W01001184,2093.00 ,631.00 ,45.00 ,1002.00 ,0.48 ,0.30 
W01001185,2023.00 ,461.00 ,38.20 ,946.00 ,0.47 ,0.23 
W01001186,1751.00 ,398.00 ,39.40 ,853.00 ,0.49 ,0.23 
W01001187,1392.00 ,386.00 ,44.30 ,695.00 ,0.50 ,0.28 
W01001188,1196.00 ,348.00 ,41.10 ,560.00 ,0.47 ,0.29 
W01001189,1596.00 ,356.00 ,38.10 ,796.00 ,0.50 ,0.22 
W01001190,2986.00 ,549.00 ,38.10 ,1481.00 ,0.50 ,0.18 
W01001191,3270.00 ,601.00 ,38.10 ,1617.00 ,0.49 ,0.18 
W01001192,1422.00 ,347.00 ,39.10 ,722.00 ,0.51 ,0.24 
W01001193,1162.00 ,377.00 ,48.10 ,575.00 ,0.49 ,0.32 
W01001194,2256.00 ,509.00 ,41.20 ,1114.00 ,0.49 ,0.23 
W01001195,1503.00 ,400.00 ,46.50 ,768.00 ,0.51 ,0.27 
W01001196,1491.00 ,377.00 ,42.20 ,779.00 ,0.52 ,0.25 
W01001197,1218.00 ,397.00 ,49.30 ,617.00 ,0.51 ,0.33 
W01001198,1569.00 ,430.00 ,45.00 ,761.00 ,0.49 ,0.27 
W01001199,1609.00 ,425.00 ,43.20 ,758.00 ,0.47 ,0.26 
W01001200,976.00 ,258.00 ,43.40 ,493.00 ,0.51 ,0.26 
W01001201,1247.00 ,355.00 ,40.90 ,589.00 ,0.47 ,0.28 
W01001202,1723.00 ,478.00 ,41.80 ,852.00 ,0.49 ,0.28 
W01001203,1394.00 ,339.00 ,40.20 ,645.00 ,0.46 ,0.24 
W01001204,1416.00 ,346.00 ,40.60 ,715.00 ,0.50 ,0.24 
W01001205,1542.00 ,512.00 ,49.60 ,751.00 ,0.49 ,0.33 
W01001206,1393.00 ,408.00 ,44.90 ,657.00 ,0.47 ,0.29 
W01001207,1461.00 ,355.00 ,37.50 ,722.00 ,0.49 ,0.24 
W01001208,1598.00 ,433.00 ,43.90 ,772.00 ,0.48 ,0.27 
W01001209,1445.00 ,266.00 ,32.90 ,694.00 ,0.48 ,0.18 
W01001210,1537.00 ,413.00 ,40.40 ,763.00 ,0.50 ,0.27 
W01001211,1629.00 ,412.00 ,39.40 ,773.00 ,0.47 ,0.25 
W01001212,1339.00 ,314.00 ,40.40 ,666.00 ,0.50 ,0.23 
W01001213,1426.00 ,378.00 ,40.20 ,652.00 ,0.46 ,0.27 
W01001214,1261.00 ,412.00 ,48.60 ,643.00 ,0.51 ,0.33 
W01001215,1069.00 ,246.00 ,40.30 ,521.00 ,0.49 ,0.23 
W01001216,1537.00 ,395.00 ,40.60 ,732.00 ,0.48 ,0.26 
W01001217,1170.00 ,258.00 ,38.50 ,568.00 ,0.49 ,0.22 
W01001218,1573.00 ,382.00 ,39.90 ,789.00 ,0.50 ,0.24 
W01001219,1287.00 ,382.00 ,40.60 ,620.00 ,0.48 ,0.30 
W01001220,1488.00 ,369.00 ,40.40 ,737.00 ,0.50 ,0.25 
W01001221,1539.00 ,420.00 ,39.50 ,726.00 ,0.47 ,0.27 
W01001222,1663.00 ,338.00 ,34.30 ,785.00 ,0.47 ,0.20 
W01001223,1721.00 ,506.00 ,45.50 ,860.00 ,0.50 ,0.29 
W01001224,2105.00 ,397.00 ,41.10 ,1017.00 ,0.48 ,0.19 
W01001225,1697.00 ,565.00 ,48.90 ,797.00 ,0.47 ,0.33 
W01001226,1757.00 ,362.00 ,40.20 ,825.00 ,0.47 ,0.21 
W01001227,1310.00 ,377.00 ,45.80 ,623.00 ,0.48 ,0.29 
W01001228,1531.00 ,495.00 ,46.70 ,748.00 ,0.49 ,0.32 
W01001229,1384.00 ,374.00 ,41.80 ,712.00 ,0.51 ,0.27 
W01001230,1608.00 ,506.00 ,45.90 ,806.00 ,0.50 ,0.31 
W01001231,1527.00 ,321.00 ,37.70 ,739.00 ,0.48 ,0.21 
W01001232,1506.00 ,368.00 ,42.10 ,766.00 ,0.51 ,0.24 
W01001233,1744.00 ,538.00 ,47.10 ,891.00 ,0.51 ,0.31 
W01001234,1411.00 ,357.00 ,43.50 ,690.00 ,0.49 ,0.25 
W01001235,1683.00 ,401.00 ,36.70 ,793.00 ,0.47 ,0.24 
W01001236,1639.00 ,461.00 ,42.00 ,778.00 ,0.47 ,0.28 
W01001237,1481.00 ,376.00 ,40.40 ,701.00 ,0.47 ,0.25 
W01001238,1683.00 ,280.00 ,33.50 ,821.00 ,0.49 ,0.17 
W01001239,1362.00 ,339.00 ,43.40 ,693.00 ,0.51 ,0.25 
W01001240,2019.00 ,570.00 ,45.10 ,1019.00 ,0.50 ,0.28 
W01001241,1792.00 ,421.00 ,39.90 ,890.00 ,0.50 ,0.23 
W01001242,1289.00 ,434.00 ,47.70 ,656.00 ,0.51 ,0.34 
W01001243,1533.00 ,431.00 ,42.80 ,732.00 ,0.48 ,0.28 
W01001244,1334.00 ,616.00 ,57.90 ,606.00 ,0.45 ,0.46 
W01001245,1270.00 ,473.00 ,48.60 ,622.00 ,0.49 ,0.37 
W01001246,1331.00 ,515.00 ,49.50 ,629.00 ,0.47 ,0.39 
W01001247,1632.00 ,398.00 ,39.00 ,804.00 ,0.49 ,0.24 
W01001248,2161.00 ,519.00 ,38.30 ,1135.00 ,0.53 ,0.24 
W01001249,1380.00 ,420.00 ,46.80 ,686.00 ,0.50 ,0.30 
W01001250,1488.00 ,455.00 ,47.10 ,729.00 ,0.49 ,0.31 
W01001251,1600.00 ,315.00 ,35.20 ,766.00 ,0.48 ,0.20 
W01001252,1530.00 ,403.00 ,43.20 ,740.00 ,0.48 ,0.26 
W01001253,1487.00 ,358.00 ,39.80 ,711.00 ,0.48 ,0.24 
W01001255,1872.00 ,395.00 ,36.50 ,903.00 ,0.48 ,0.21 
W01001256,1255.00 ,315.00 ,39.10 ,599.00 ,0.48 ,0.25 
W01001257,1206.00 ,411.00 ,47.60 ,570.00 ,0.47 ,0.34 
W01001258,1320.00 ,338.00 ,41.60 ,637.00 ,0.48 ,0.26 
W01001259,1705.00 ,439.00 ,40.20 ,844.00 ,0.50 ,0.26 
W01001260,1198.00 ,275.00 ,37.00 ,550.00 ,0.46 ,0.23 
W01001261,1320.00 ,316.00 ,36.40 ,681.00 ,0.52 ,0.24 
W01001262,1379.00 ,206.00 ,30.70 ,743.00 ,0.54 ,0.15 
W01001263,1592.00 ,186.00 ,24.80 ,910.00 ,0.57 ,0.12 
W01001264,1978.00 ,150.00 ,22.20 ,1077.00 ,0.54 ,0.08 
W01001265,1564.00 ,416.00 ,39.80 ,746.00 ,0.48 ,0.27 
W01001266,1383.00 ,400.00 ,43.80 ,703.00 ,0.51 ,0.29 
W01001267,1434.00 ,386.00 ,42.50 ,686.00 ,0.48 ,0.27 
W01001268,1481.00 ,387.00 ,41.80 ,770.00 ,0.52 ,0.26 
W01001269,1417.00 ,470.00 ,47.10 ,668.00 ,0.47 ,0.33 
W01001270,1497.00 ,483.00 ,48.40 ,752.00 ,0.50 ,0.32 
W01001271,1570.00 ,360.00 ,41.00 ,785.00 ,0.50 ,0.23 
W01001272,1485.00 ,395.00 ,44.40 ,704.00 ,0.47 ,0.27 
W01001273,1722.00 ,527.00 ,46.50 ,846.00 ,0.49 ,0.31 
W01001274,1253.00 ,239.00 ,32.30 ,629.00 ,0.50 ,0.19 
W01001275,1819.00 ,362.00 ,35.00 ,913.00 ,0.50 ,0.20 
W01001276,1371.00 ,353.00 ,44.30 ,712.00 ,0.52 ,0.26 
W01001277,1216.00 ,348.00 ,43.40 ,580.00 ,0.48 ,0.29 
W01001278,1222.00 ,205.00 ,33.80 ,579.00 ,0.47 ,0.17 
W01001279,1078.00 ,304.00 ,40.70 ,506.00 ,0.47 ,0.28 
W01001280,1603.00 ,409.00 ,40.10 ,790.00 ,0.49 ,0.26 
W01001281,1700.00 ,463.00 ,40.60 ,850.00 ,0.50 ,0.27 
W01001282,1965.00 ,480.00 ,39.90 ,975.00 ,0.50 ,0.24 
W01001283,1510.00 ,470.00 ,45.70 ,731.00 ,0.48 ,0.31 
W01001284,1106.00 ,199.00 ,39.40 ,550.00 ,0.50 ,0.18 
W01001285,1407.00 ,439.00 ,47.40 ,731.00 ,0.52 ,0.31 
W01001286,1589.00 ,375.00 ,38.90 ,785.00 ,0.49 ,0.24 
W01001287,1441.00 ,377.00 ,43.90 ,735.00 ,0.51 ,0.26 
W01001288,1383.00 ,389.00 ,41.90 ,658.00 ,0.48 ,0.28 
W01001289,1362.00 ,392.00 ,44.90 ,684.00 ,0.50 ,0.29 
W01001290,2369.00 ,509.00 ,37.20 ,1169.00 ,0.49 ,0.21 
W01001291,2170.00 ,468.00 ,37.50 ,1037.00 ,0.48 ,0.22 
W01001292,1861.00 ,327.00 ,33.80 ,847.00 ,0.46 ,0.18 
W01001293,1823.00 ,496.00 ,39.70 ,903.00 ,0.50 ,0.27 
W01001294,1705.00 ,545.00 ,46.30 ,856.00 ,0.50 ,0.32 
W01001295,1567.00 ,364.00 ,36.70 ,756.00 ,0.48 ,0.23 
W01001296,1584.00 ,478.00 ,45.50 ,808.00 ,0.51 ,0.30 
W01001297,1818.00 ,340.00 ,39.30 ,913.00 ,0.50 ,0.19 
W01001298,1803.00 ,402.00 ,39.70 ,906.00 ,0.50 ,0.22 
W01001299,1658.00 ,346.00 ,34.50 ,737.00 ,0.44 ,0.21 
W01001300,1877.00 ,420.00 ,35.90 ,873.00 ,0.47 ,0.22 
W01001301,2011.00 ,387.00 ,35.10 ,947.00 ,0.47 ,0.19 
W01001302,1166.00 ,265.00 ,38.40 ,595.00 ,0.51 ,0.23 
W01001303,1012.00 ,204.00 ,36.80 ,507.00 ,0.50 ,0.20 
W01001304,1457.00 ,360.00 ,42.60 ,746.00 ,0.51 ,0.25 
W01001305,1198.00 ,352.00 ,45.60 ,551.00 ,0.46 ,0.29 
W01001306,1503.00 ,366.00 ,41.30 ,711.00 ,0.47 ,0.24 
W01001307,1560.00 ,432.00 ,45.70 ,803.00 ,0.51 ,0.28 
W01001308,1301.00 ,207.00 ,33.70 ,617.00 ,0.47 ,0.16 
W01001309,1380.00 ,311.00 ,35.60 ,674.00 ,0.49 ,0.23 
W01001310,1623.00 ,443.00 ,44.20 ,806.00 ,0.50 ,0.27 
W01001311,1218.00 ,209.00 ,33.60 ,645.00 ,0.53 ,0.17 
W01001312,1568.00 ,562.00 ,49.70 ,787.00 ,0.50 ,0.36 
W01001313,1512.00 ,408.00 ,43.80 ,742.00 ,0.49 ,0.27 
W01001314,2286.00 ,582.00 ,41.40 ,1126.00 ,0.49 ,0.25 
W01001315,1789.00 ,476.00 ,43.70 ,947.00 ,0.53 ,0.27 
W01001316,2930.00 ,629.00 ,39.90 ,1454.00 ,0.50 ,0.21 
W01001317,1628.00 ,454.00 ,44.80 ,777.00 ,0.48 ,0.28 
W01001318,1620.00 ,446.00 ,43.30 ,830.00 ,0.51 ,0.28 
W01001319,1800.00 ,466.00 ,45.90 ,864.00 ,0.48 ,0.26 
W01001320,1408.00 ,427.00 ,47.10 ,695.00 ,0.49 ,0.30 
W01001321,1545.00 ,320.00 ,36.30 ,727.00 ,0.47 ,0.21 
W01001322,1614.00 ,474.00 ,39.60 ,772.00 ,0.48 ,0.29 
W01001324,2116.00 ,664.00 ,47.20 ,1069.00 ,0.51 ,0.31 
W01001325,1765.00 ,382.00 ,38.70 ,832.00 ,0.47 ,0.22 
W01001326,2226.00 ,510.00 ,38.30 ,1097.00 ,0.49 ,0.23 
W01001327,2407.00 ,480.00 ,38.70 ,1222.00 ,0.51 ,0.20 
W01001328,1554.00 ,409.00 ,42.40 ,811.00 ,0.52 ,0.26 
W01001329,1591.00 ,388.00 ,39.20 ,752.00 ,0.47 ,0.24 
W01001330,1513.00 ,403.00 ,41.70 ,747.00 ,0.49 ,0.27 
W01001331,1772.00 ,328.00 ,36.50 ,916.00 ,0.52 ,0.19 
W01001332,1968.00 ,400.00 ,36.70 ,977.00 ,0.50 ,0.20 
W01001333,1551.00 ,271.00 ,33.70 ,731.00 ,0.47 ,0.17 
W01001334,1503.00 ,341.00 ,37.80 ,714.00 ,0.48 ,0.23 
W01001335,1265.00 ,320.00 ,45.10 ,645.00 ,0.51 ,0.25 
W01001336,1439.00 ,387.00 ,42.80 ,727.00 ,0.51 ,0.27 
W01001337,1483.00 ,377.00 ,44.50 ,762.00 ,0.51 ,0.25 
W01001338,1781.00 ,400.00 ,39.40 ,902.00 ,0.51 ,0.22 
W01001339,1472.00 ,327.00 ,34.90 ,659.00 ,0.45 ,0.22 
W01001340,1808.00 ,506.00 ,47.50 ,919.00 ,0.51 ,0.28 
W01001341,1786.00 ,479.00 ,43.40 ,814.00 ,0.46 ,0.27 
W01001342,1254.00 ,325.00 ,45.80 ,599.00 ,0.48 ,0.26 
W01001343,1173.00 ,331.00 ,47.80 ,593.00 ,0.51 ,0.28 
W01001344,1625.00 ,506.00 ,46.40 ,786.00 ,0.48 ,0.31 
W01001345,1484.00 ,213.00 ,29.80 ,730.00 ,0.49 ,0.14 
W01001346,1614.00 ,413.00 ,38.00 ,776.00 ,0.48 ,0.26 
W01001347,1479.00 ,450.00 ,48.00 ,715.00 ,0.48 ,0.30 
W01001348,1872.00 ,428.00 ,38.30 ,900.00 ,0.48 ,0.23 
W01001349,1827.00 ,392.00 ,43.70 ,923.00 ,0.51 ,0.21 
W01001350,1832.00 ,482.00 ,41.50 ,896.00 ,0.49 ,0.26 
W01001351,1426.00 ,573.00 ,53.50 ,690.00 ,0.48 ,0.40 
W01001352,1935.00 ,469.00 ,41.30 ,915.00 ,0.47 ,0.24 
W01001353,1528.00 ,612.00 ,53.20 ,738.00 ,0.48 ,0.40 
W01001354,1722.00 ,431.00 ,40.80 ,862.00 ,0.50 ,0.25 
W01001355,1677.00 ,554.00 ,47.10 ,808.00 ,0.48 ,0.33 
W01001356,1196.00 ,308.00 ,45.70 ,577.00 ,0.48 ,0.26 
W01001357,1692.00 ,456.00 ,43.70 ,858.00 ,0.51 ,0.27 
W01001358,1503.00 ,410.00 ,41.80 ,735.00 ,0.49 ,0.27 
W01001359,1641.00 ,408.00 ,40.30 ,838.00 ,0.51 ,0.25 
W01001360,1357.00 ,373.00 ,44.00 ,649.00 ,0.48 ,0.27 
W01001361,1186.00 ,274.00 ,41.30 ,567.00 ,0.48 ,0.23 
W01001362,2081.00 ,603.00 ,45.50 ,1018.00 ,0.49 ,0.29 
W01001363,1850.00 ,345.00 ,36.10 ,920.00 ,0.50 ,0.19 
W01001364,1891.00 ,390.00 ,34.90 ,927.00 ,0.49 ,0.21 
W01001365,2082.00 ,445.00 ,40.40 ,1015.00 ,0.49 ,0.21 
W01001366,1697.00 ,496.00 ,43.10 ,834.00 ,0.49 ,0.29 
W01001367,1498.00 ,371.00 ,41.10 ,750.00 ,0.50 ,0.25 
W01001368,1509.00 ,380.00 ,43.00 ,725.00 ,0.48 ,0.25 
W01001369,2279.00 ,682.00 ,45.80 ,1104.00 ,0.48 ,0.30 
W01001370,1850.00 ,564.00 ,45.90 ,895.00 ,0.48 ,0.30 
W01001371,1680.00 ,376.00 ,37.60 ,768.00 ,0.46 ,0.22 
W01001372,1812.00 ,560.00 ,46.00 ,884.00 ,0.49 ,0.31 
W01001373,2036.00 ,427.00 ,38.70 ,1015.00 ,0.50 ,0.21 
W01001374,1466.00 ,335.00 ,40.10 ,728.00 ,0.50 ,0.23 
W01001375,1503.00 ,377.00 ,44.10 ,742.00 ,0.49 ,0.25 
W01001376,1572.00 ,399.00 ,39.60 ,742.00 ,0.47 ,0.25 
W01001377,1544.00 ,510.00 ,50.00 ,741.00 ,0.48 ,0.33 
W01001378,1492.00 ,538.00 ,49.90 ,656.00 ,0.44 ,0.36 
W01001379,1585.00 ,415.00 ,44.20 ,817.00 ,0.52 ,0.26 
W01001380,1885.00 ,513.00 ,43.60 ,972.00 ,0.52 ,0.27 
W01001381,1626.00 ,380.00 ,37.70 ,833.00 ,0.51 ,0.23 
W01001382,1643.00 ,508.00 ,45.90 ,824.00 ,0.50 ,0.31 
W01001383,1536.00 ,388.00 ,40.50 ,763.00 ,0.50 ,0.25 
